"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"Pocillopora_acuta_HIv2___RNAseq.g21232.t1",904.663964545125,0.788427874238794,0.692359376295909,0.122986794797307,0.303718798010628
"Pocillopora_acuta_HIv2___RNAseq.g1682.t1",361.620006905318,0.389268547390969,1.01950180615657,0.123057166987369,0.303811595539225
"Pocillopora_acuta_HIv2___RNAseq.g30644.t1",462.73694628478,0.804269727925448,0.819858867239965,0.123083412036031,0.303811595539225
"Pocillopora_acuta_HIv2___TS.g27112.t2",685.974308897141,-0.315606633290929,1.00227071333415,0.123094137507997,0.303811595539225
"Pocillopora_acuta_HIv2___RNAseq.g26423.t1",728.454665573743,0.799585162245948,1.23483491644312,0.123108390587348,0.303811595539225
"Pocillopora_acuta_HIv2___RNAseq.g20578.t1",397.35279646584,0.355629209312204,1.04914322913624,0.123280881645673,0.304185375660699
"Pocillopora_acuta_HIv2___RNAseq.g2172.t1",203.752367204258,-0.514633411527856,1.03008113423406,0.123350040383924,0.30430410781393
"Pocillopora_acuta_HIv2___RNAseq.g12595.t1",111.830857839258,-0.272897167455129,1.00968159549109,0.123410572454252,0.304401521142275
"Pocillopora_acuta_HIv2___RNAseq.g3535.t1",2228.13174772029,-0.763319926159415,0.657682197289693,0.123570049178898,0.304742914121669
"Pocillopora_acuta_HIv2___TS.g21811.t1",2065.9860857604,0.576309257001049,1.08384812296829,0.123636554023476,0.304854946709097
"Pocillopora_acuta_HIv2___RNAseq.g5925.t1",514.09622132189,-0.326063899297708,1.01612191334138,0.123791583299906,0.305144920679535
"Pocillopora_acuta_HIv2___RNAseq.g23007.t1",355.730866633041,0.369974695959666,1.05719047708413,0.123796349180552,0.305144920679535
"Pocillopora_acuta_HIv2___RNAseq.g28269.t1",225.414794945229,-0.376303452197129,1.01172697505898,0.124292950561939,0.306316789389655
"Pocillopora_acuta_HIv2___RNAseq.g14313.t2a",426.171925817061,-0.362015140988302,1.02069579036023,0.124433532006618,0.306584014976635
"Pocillopora_acuta_HIv2___TS.g9892.t1",3523.96181005556,-0.759632573635086,0.65846428931331,0.124443774331293,0.306584014976635
"Pocillopora_acuta_HIv2___TS.g9659.t2",318.081137825972,-0.519640534304554,1.04321317844665,0.124581014643476,0.306869856233522
"Pocillopora_acuta_HIv2___TS.g23422.t1",2145.01741008166,-0.770094332707427,0.746071812955634,0.124635084433929,0.306907112117415
"Pocillopora_acuta_HIv2___RNAseq.g28761.t1",339.098946740474,0.383777493387344,1.05511436292534,0.124638576920471,0.306907112117415
"Pocillopora_acuta_HIv2___TS.g15285.t1",535.687228950336,-0.196701308155037,0.997330576666974,0.12476238189365,0.307159675184638
"Pocillopora_acuta_HIv2___RNAseq.g725.t1",98.3745347198904,-0.295675911625597,1.04267047109812,0.124827769473953,0.307268355628191
"Pocillopora_acuta_HIv2___TS.g21961.t1",2967.07181717158,-0.778045614470635,0.766835479161278,0.124855719217804,0.307284860092959
"Pocillopora_acuta_HIv2___RNAseq.g5257.t1",22850.5702018591,-0.694893826872778,0.540458212534494,0.125144172188788,0.307942379472377
"Pocillopora_acuta_HIv2___RNAseq.g13239.t1",503.473394038401,-0.538433233546556,1.03238282991203,0.125169053378092,0.307951214162394
"Pocillopora_acuta_HIv2___RNAseq.g24157.t1",434.811669469295,0.788308894189764,0.829697353173322,0.125249068650224,0.308095668189938
"Pocillopora_acuta_HIv2___RNAseq.g16180.t1",2072.88096270181,-0.773899586859224,0.732770653015432,0.12541874918857,0.308418540885291
"Pocillopora_acuta_HIv2___TS.g8489.t1",1352.7944392409,0.792358140839701,0.839338013952966,0.125422971341764,0.308418540885291
"Pocillopora_acuta_HIv2___RNAseq.g25838.t1",417.136718740061,-0.338762352153734,1.01310177063063,0.125482978169223,0.308513648859365
"Pocillopora_acuta_HIv2___RNAseq.g30939.t2",375.807535091565,-0.351790315652606,1.017499720937,0.125509914765322,0.308527431537325
"Pocillopora_acuta_HIv2___TS.g9864.t1",234.398539453027,-0.0520125803436752,1.00691328536635,0.125545566501573,0.308562629376168
"Pocillopora_acuta_HIv2___RNAseq.g2539.t1",114.209098832258,-0.672562550715232,0.97217293808868,0.125632764281201,0.308724482256761
"Pocillopora_acuta_HIv2___RNAseq.g18432.t1",773.224906376904,-0.293732768270563,1.01532144672499,0.125754933813654,0.308972203614863
"Pocillopora_acuta_HIv2___RNAseq.g14985.t1",138.838200657183,-0.253215879350589,1.01830464653894,0.12588173725839,0.309231224134742
"Pocillopora_acuta_HIv2___RNAseq.g23594.t1",202.859411439735,0.796720327885889,0.838177641706938,0.125947152559329,0.30930456752582
"Pocillopora_acuta_HIv2___RNAseq.g21910.t1",93.0911047367054,-0.208273475867717,1.04295206837276,0.125954362743852,0.30930456752582
"Pocillopora_acuta_HIv2___TS.g22813.t1",84.4109200767834,-0.418514031682525,1.02333674423114,0.126031521989059,0.309425019863081
"Pocillopora_acuta_HIv2___RNAseq.g25719.t1",417.154652167375,-0.268402326334967,1.00338626123345,0.126056297237667,0.309425019863081
"Pocillopora_acuta_HIv2___RNAseq.g1623.t1",5213.1609896073,-0.750633256707827,0.632291044029335,0.12606759140301,0.309425019863081
"Pocillopora_acuta_HIv2___TS.g10560.t2",311.594111573446,0.267529290310072,1.03632008973584,0.126185543242242,0.30957027642281
"Pocillopora_acuta_HIv2___RNAseq.g876.t1",868.561154290426,-0.769743844739261,0.829391814972464,0.126186127211734,0.30957027642281
"Pocillopora_acuta_HIv2___RNAseq.g29276.t1",265.216357042824,0.319842175698167,1.05334109528897,0.12619098104182,0.30957027642281
"Pocillopora_acuta_HIv2___RNAseq.g6429.t2",220.205190989586,-0.0409576993019863,1.00760761182032,0.126227229337522,0.309606689017792
"Pocillopora_acuta_HIv2___TS.g28912.t1",904.252286574446,-0.485156037154813,1.02893267259132,0.126437441644891,0.310069711080315
"Pocillopora_acuta_HIv2___TS.g492.t1",56.1320334214533,-0.378525245711271,1.02664545416747,0.126466450212433,0.310088275279307
"Pocillopora_acuta_HIv2___RNAseq.g18874.t1",459.756400593948,-0.361981224079304,1.01588881068243,0.126496626388914,0.310109695608348
"Pocillopora_acuta_HIv2___RNAseq.g3012.t1",376.230261427455,-0.3126678315157,1.02242359349152,0.126522336767968,0.310120162516842
"Pocillopora_acuta_HIv2___RNAseq.g24146.t1",1319.35252373063,-0.364730240269147,1.02334201582287,0.126549579975318,0.310134382372585
"Pocillopora_acuta_HIv2___RNAseq.g11540.t1",4613.78684436167,-0.774824741036863,0.709937707999139,0.126693471507965,0.310434418412876
"Pocillopora_acuta_HIv2___TS.g3986.t1",2089.55657281598,0.770610389001979,0.72665366640646,0.126813969412622,0.310677041596233
"Pocillopora_acuta_HIv2___TS.g6243.t1",1039.79094954143,-0.59206250904817,1.04899375625122,0.126853549646042,0.310721378845105
"Pocillopora_acuta_HIv2___RNAseq.g20534.t1",829.206148464856,0.750189332877298,0.895731510612227,0.126970073376135,0.310954138386797
"Pocillopora_acuta_HIv2___RNAseq.g675.t1",278.173594814363,-0.68867137325463,1.19914799939039,0.127059868034845,0.311121369774165
"Pocillopora_acuta_HIv2___RNAseq.g12827.t1",189.201001574313,-0.384567384373334,1.01663833716307,0.127149637759144,0.311288483505121
"Pocillopora_acuta_HIv2___TS.g124.t1",278.63046815599,-0.307148147926848,1.06113158366287,0.127301412549303,0.311607316147083
"Pocillopora_acuta_HIv2___RNAseq.g5338.t1",715.890918883494,-0.645914294957395,1.06220399882736,0.12747407889531,0.311977170413158
"Pocillopora_acuta_HIv2___RNAseq.g4223.t1",1117.74466009842,-0.557374612012498,1.07012715248276,0.127670016763966,0.312403844099816
"Pocillopora_acuta_HIv2___RNAseq.g9739.t1",162.307005580913,-0.321086193252856,1.01250849579046,0.127803710329125,0.312678089682081
"Pocillopora_acuta_HIv2___RNAseq.g7656.t1",288.397801634746,-0.401797319567494,1.02412903207404,0.127857649306865,0.312757151965922
"Pocillopora_acuta_HIv2___TS.g26005.t1",286.768662375876,0.604255301057222,1.09574959340874,0.127885170389768,0.312771576685425
"Pocillopora_acuta_HIv2___TS.g15300.t1",493.787273398692,0.771535414516744,0.682943803605186,0.127922604576403,0.312810237124783
"Pocillopora_acuta_HIv2___RNAseq.g13769.t1",3117.35509221426,0.667142929300805,1.05869667850924,0.128004370713159,0.312911067391432
"Pocillopora_acuta_HIv2___RNAseq.g30579.t1",33.5296236768226,-0.452588857982391,1.03430728762264,0.128007106316033,0.312911067391432
"Pocillopora_acuta_HIv2___RNAseq.g18356.t1",477.8958613443,-0.391294470265403,1.01213469733276,0.128110905621976,0.313111885589095
"Pocillopora_acuta_HIv2___RNAseq.g10749.t1",1565.77352202211,-0.901735539842742,0.788897175234524,0.128287314105055,0.313490067784341
"Pocillopora_acuta_HIv2___RNAseq.g11438.t1",1889.02647643092,-0.739206962833198,0.84779645185372,0.128413923049293,0.313746449828543
"Pocillopora_acuta_HIv2___RNAseq.g17039.t1",1998.58706227111,0.784456065251871,0.87233859033382,0.128504854649726,0.313915591564539
"Pocillopora_acuta_HIv2___RNAseq.g22404.t1",672.099884026292,0.695230424936719,0.953369662186461,0.12856626534577,0.31401257378609
"Pocillopora_acuta_HIv2___RNAseq.g9962.t1",459.542289030462,0.135756258815755,1.01940206800061,0.128715765726131,0.314324638774735
"Pocillopora_acuta_HIv2___RNAseq.g17060.t1",1285.69852368168,-0.770989080602289,0.719506889787131,0.128758732601363,0.314376486891648
"Pocillopora_acuta_HIv2___TS.g4472.t2",317.559386081408,0.776984087052846,1.10265413642653,0.128951776422227,0.314794682560521
"Pocillopora_acuta_HIv2___RNAseq.g24949.t1",383.086666047132,-0.324455129195001,1.04089741119659,0.129074349088877,0.315008065323043
"Pocillopora_acuta_HIv2___RNAseq.g18438.t1",354.508174864967,-0.172347131913062,1.00232086375318,0.129082743581974,0.315008065323043
"Pocillopora_acuta_HIv2___TS.g20831.t1",867.286916490715,-0.676194141001701,0.926040596163926,0.129117031514267,0.315038587014568
"Pocillopora_acuta_HIv2___TS.g24494.t1a",137.601056492956,-0.0408086471255268,0.999494607715103,0.129171902358227,0.315119311133309
"Pocillopora_acuta_HIv2___TS.g22637.t1b",100.377481314029,0.294347163195568,1.04963830332693,0.129270065728032,0.31530560382635
"Pocillopora_acuta_HIv2___RNAseq.g24480.t1",14.6221870256207,-0.611887249800507,1.07970993308212,0.129314783856746,0.315361496156462
"Pocillopora_acuta_HIv2___TS.g9284.t1",77.6032630451173,-0.424384474475662,1.02380691302568,0.129420935428274,0.315547303595332
"Pocillopora_acuta_HIv2___RNAseq.g5456.t1",58.5127733052926,-0.33130756161795,1.01622164769198,0.129434606763765,0.315547303595332
"Pocillopora_acuta_HIv2___RNAseq.g10266.t1",404.985273827796,0.389861115477362,1.05357467383407,0.129456936710991,0.315548556216343
"Pocillopora_acuta_HIv2___RNAseq.g8001.t1",856.594690483402,-0.620485890903357,1.01643802830259,0.129507376701137,0.315618314508046
"Pocillopora_acuta_HIv2___RNAseq.g16310.t1",1461.57638748986,0.714132060772535,0.567863607970802,0.129677768599059,0.315980331033825
"Pocillopora_acuta_HIv2___RNAseq.g6744.t2",1513.91834560594,0.777172122067265,0.822935235865192,0.129722701169202,0.316036575663019
"Pocillopora_acuta_HIv2___RNAseq.g15092.t1",142.446763803471,-0.3436932942874,1.02908316677921,0.129754759477864,0.316061441746014
"Pocillopora_acuta_HIv2___RNAseq.g14111.t2",241.274059273065,0.00464202469305711,1.00538259918404,0.129811098914502,0.316145434365946
"Pocillopora_acuta_HIv2___TS.g3616.t1",441.054688769733,0.429274355511235,1.06474971672087,0.130022367113997,0.316606652851322
"Pocillopora_acuta_HIv2___TS.g25376.t1c",1528.78688206396,0.72367556371779,1.07283035146876,0.130188916768027,0.316958843988006
"Pocillopora_acuta_HIv2___TS.g3612.t1",727.788928225611,0.305339550199489,1.06982389825596,0.130441626446521,0.317520647075475
"Pocillopora_acuta_HIv2___RNAseq.g18381.t1",1432.2503292949,-0.76287075118559,0.847233094144237,0.130542332300128,0.317712316067482
"Pocillopora_acuta_HIv2___RNAseq.g25016.t1",272.629925513276,-0.705347281544086,0.979815983595518,0.13064241908665,0.317902414143556
"Pocillopora_acuta_HIv2___TS.g2591.t1",394.703481121087,-0.365487990898917,1.00968686594845,0.130670310689006,0.317916799630913
"Pocillopora_acuta_HIv2___RNAseq.g13061.t1a",2150.91263834478,0.752385809344422,0.867704759640753,0.130759811461604,0.318081048264486
"Pocillopora_acuta_HIv2___RNAseq.g26330.t1",2719.63277905734,-0.695623238951275,0.554874200220098,0.130802896088461,0.318132350600891
"Pocillopora_acuta_HIv2___RNAseq.g30558.t1",29.314641301015,-0.0813922002769722,1.00826006084859,0.130855923924152,0.318207815003183
"Pocillopora_acuta_HIv2___RNAseq.g24340.t1a",558.338488250884,-0.577231187410845,1.03078062233165,0.130898508131497,0.318257862096817
"Pocillopora_acuta_HIv2___RNAseq.g4505.t1",53.744353716058,-0.371431977570809,1.02002890877903,0.131080280876615,0.318646249176363
"Pocillopora_acuta_HIv2___RNAseq.g3848.t1",762.572333274753,-0.522595784239298,1.05735144381031,0.131133777649359,0.31872272893973
"Pocillopora_acuta_HIv2___TS.g17825.t1",334.229996669152,0.367991355067997,1.07829146286299,0.131173671119783,0.318739288839954
"Pocillopora_acuta_HIv2___RNAseq.g8577.t1",453.467431017129,-0.402561758881845,1.01414155237269,0.131184664440282,0.318739288839954
"Pocillopora_acuta_HIv2___RNAseq.g14412.t1",7838.63699751055,0.72585316844539,0.590593422540561,0.131216252086119,0.318762490791673
"Pocillopora_acuta_HIv2___RNAseq.g24379.t1",242.648062985283,-0.532915422586499,1.03615690973295,0.131320283078737,0.318961641385535
"Pocillopora_acuta_HIv2___RNAseq.g7784.t1",610.868056974035,0.778300657251236,0.818485164645199,0.131461875407967,0.31920426081901
"Pocillopora_acuta_HIv2___TS.g28751.t1",644.131154091266,-0.593884851703659,0.990469679428781,0.131464310128515,0.31920426081901
"Pocillopora_acuta_HIv2___RNAseq.g23173.t1",495.784606256361,-0.613691412167408,1.01199571894269,0.131492348808317,0.319218753468194
"Pocillopora_acuta_HIv2___RNAseq.g12302.t1",2812.59233053087,-0.7624762584929,0.770944451848719,0.131522618236093,0.319238655842734
"Pocillopora_acuta_HIv2___RNAseq.20654_t",139.739169424106,-0.101130888050788,1.0090302793134,0.131558797889726,0.31924442677095
"Pocillopora_acuta_HIv2___RNAseq.g21363.t1b",69.968435705139,-0.321311522224237,1.00646992336345,0.131569139102712,0.31924442677095
"Pocillopora_acuta_HIv2___RNAseq.g25518.t1",284.382866788206,-0.381857543583013,1.00703545844042,0.131603113212236,0.319273302499461
"Pocillopora_acuta_HIv2___RNAseq.g12249.t1",726.800950855958,0.323711111299199,1.04612515259183,0.131630715224571,0.319286712226765
"Pocillopora_acuta_HIv2___TS.g8075.t1",253.385561441272,-0.0380038356656898,1.00987723084389,0.131699105297779,0.319399037395553
"Pocillopora_acuta_HIv2___TS.g28716.t2",4495.09538138323,0.774911323332642,0.842398629613661,0.131880485343195,0.319785304275603
"Pocillopora_acuta_HIv2___TS.g4880.t1",128.485220632375,0.312013423157504,1.04648646208856,0.131954438501035,0.319910995387021
"Pocillopora_acuta_HIv2___TS.g26232.t1b",825.481974457346,0.539908277847135,1.03414663066767,0.132054396810971,0.320088117112925
"Pocillopora_acuta_HIv2___TS.g28160.t1",747.862301781432,-0.633457158908993,1.0507071187822,0.132071756286639,0.320088117112925
"Pocillopora_acuta_HIv2___RNAseq.g14986.t1a",404.311820897913,-0.712244599044136,1.03238395724285,0.132316615426582,0.32062783138383
"Pocillopora_acuta_HIv2___RNAseq.g28163.t1",309.932401818169,-0.393208403277526,1.0667246738961,0.132434134466259,0.320839917020545
"Pocillopora_acuta_HIv2___RNAseq.g22274.t1",379.007690584834,0.551116667592276,1.04514253297798,0.132448502802107,0.320839917020545
"Pocillopora_acuta_HIv2___RNAseq.g20315.t1",320.942746137873,0.744861911431998,0.912372367640889,0.132470874342334,0.320840376170046
"Pocillopora_acuta_HIv2___RNAseq.g507.t1",167.763398623859,0.821934267363798,0.991803266517586,0.132546270326617,0.320918958275629
"Pocillopora_acuta_HIv2___RNAseq.g23119.t1",14.3714650948907,-0.483012523312673,1.12789872022492,0.132547694741331,0.320918958275629
"Pocillopora_acuta_HIv2___TS.g8413.t1",2280.56211747875,0.618175879863345,0.98466065446925,0.132570691207061,0.320920916756306
"Pocillopora_acuta_HIv2___RNAseq.g27768.t1",163.69060779271,-0.548857467726108,1.02530601293859,0.132608076212503,0.320957699855698
"Pocillopora_acuta_HIv2___RNAseq.g1429.t1",7.83284801915187,-0.192710031387015,1.03274232405463,0.132655924402875,0.321019790959209
"Pocillopora_acuta_HIv2___TS.g15135.t1",3949.90146902721,-0.694249069454616,0.557970404473624,0.132772904484425,0.321249128548466
"Pocillopora_acuta_HIv2___RNAseq.g31042.t1",647.503702379411,-0.410355182796119,1.07929920626289,0.132866994643266,0.321423015641444
"Pocillopora_acuta_HIv2___RNAseq.g5683.t2",634.420046238815,-0.358883398321413,1.06374651761451,0.132965042964413,0.321593277150476
"Pocillopora_acuta_HIv2___RNAseq.g29233.t1",510.939657096483,-0.178215212211577,1.01352665727208,0.132981843932314,0.321593277150476
"Pocillopora_acuta_HIv2___RNAseq.g26770.t1",707.911137829563,-0.7326401561694,0.958916958566651,0.133219153605955,0.32201611771837
"Pocillopora_acuta_HIv2___RNAseq.g28966.t1",147.225509760325,-0.371459309388665,1.0626808949539,0.133234132774424,0.32201611771837
"Pocillopora_acuta_HIv2___RNAseq.g11313.t1",894.080558507046,-0.422382384631249,1.0149527829122,0.133248034112004,0.32201611771837
"Pocillopora_acuta_HIv2___RNAseq.g13225.t1",40.2787808490692,-0.596282080941732,1.04155753576585,0.133261175373748,0.32201611771837
"Pocillopora_acuta_HIv2___RNAseq.g17488.t1",1043.60132907009,0.755664861277623,0.672190090544111,0.133268008895338,0.32201611771837
"Pocillopora_acuta_HIv2___TS.g2787.t1",3375.23961148052,-0.556903763202392,0.987148877410003,0.13330162793892,0.322030616402234
"Pocillopora_acuta_HIv2___RNAseq.g7993.t1",870.18588127439,-0.57668514939607,1.02626782120954,0.133318537819177,0.322030616402234
"Pocillopora_acuta_HIv2___RNAseq.g16097.t1",337.648768052767,-0.377355676472746,1.07247332697322,0.133349297300426,0.322051133102916
"Pocillopora_acuta_HIv2___RNAseq.g29687.t1",1792.27465453569,-0.65643036750752,0.508201400894496,0.133377796025127,0.322066183924447
"Pocillopora_acuta_HIv2___RNAseq.g12046.t1",177.345201914263,-0.142458387818285,1.01292651419795,0.133436455914957,0.322154047463519
"Pocillopora_acuta_HIv2___RNAseq.g22270.t1",384.529822363838,-0.497156549743034,1.01194283748787,0.13363127168624,0.322570546340082
"Pocillopora_acuta_HIv2___RNAseq.g16653.t1",1615.57744845472,-0.696010959371272,0.568510570046654,0.133757019654858,0.322804949059025
"Pocillopora_acuta_HIv2___RNAseq.g25905.t1",1557.28873404373,-0.709757935639867,0.582692574447418,0.133773013319953,0.322804949059025
"Pocillopora_acuta_HIv2___RNAseq.g11452.t1",346.997711280103,-0.733639163732759,0.998608817555534,0.133870353633963,0.322985954122041
"Pocillopora_acuta_HIv2___TS.g19369.t1",101.375309482731,-0.75574336612929,0.916962086754991,0.133989490861543,0.323219478956197
"Pocillopora_acuta_HIv2___RNAseq.g13399.t1",1858.04515200655,0.734184272446576,0.622611654300456,0.134021921882707,0.323243801586038
"Pocillopora_acuta_HIv2___RNAseq.g4315.t1",23.8892867790873,0.585457738079358,1.0584476789044,0.134376700297961,0.324045447334062
"Pocillopora_acuta_HIv2___RNAseq.g6667.t1",496.560989229658,0.771164336897769,0.755065221655275,0.134490834878063,0.324266617048893
"Pocillopora_acuta_HIv2___RNAseq.g21293.t1",137.176788568378,0.64423025389721,1.12045455782935,0.134633539124398,0.32455658498255
"Pocillopora_acuta_HIv2___RNAseq.g438.t1",1079.80259401413,-0.749173462192983,0.738226931383283,0.134675253538358,0.324603044022466
"Pocillopora_acuta_HIv2___TS.g26944.t1",323.201292334928,-0.00821153034032613,1.00161157615064,0.134772399528208,0.324783070105965
"Pocillopora_acuta_HIv2___TS.g12014.t1",819.060127406002,-0.563645374504335,1.03386086157543,0.134812226054468,0.324824927145064
"Pocillopora_acuta_HIv2___RNAseq.g23031.t1a",22.9935478851651,-0.462233275263702,1.0438830567461,0.134913577571237,0.325014987673281
"Pocillopora_acuta_HIv2___RNAseq.g20767.t1",147.780056995338,-0.628282556019185,1.13928869097098,0.134942015364308,0.325029360571082
"Pocillopora_acuta_HIv2___TS.g16325.t3",1649.71693826013,-0.768960314897302,0.800368316118026,0.135057936957306,0.325219626281797
"Pocillopora_acuta_HIv2___TS.g25103.t1",1641.63744083694,-0.539943114792524,0.980786290345922,0.135112561476559,0.325219626281797
"Pocillopora_acuta_HIv2___RNAseq.g6325.t1",307.151440490141,-0.364688209564602,1.05460238907385,0.13512314967901,0.325219626281797
"Pocillopora_acuta_HIv2___RNAseq.g16137.t1a",212.478261036375,-0.482024782800388,1.08627265864953,0.135128865141593,0.325219626281797
"Pocillopora_acuta_HIv2___RNAseq.g29445.t1",288.234274498887,-0.143116806581377,1.01235887746241,0.135133431550996,0.325219626281797
"Pocillopora_acuta_HIv2___RNAseq.g13309.t1",327.051923495219,-0.560359216167511,1.12406671055393,0.135176912217112,0.325270147780453
"Pocillopora_acuta_HIv2___TS.g17259.t2",303.988568240158,-0.386191687859354,1.00722844799708,0.135373544616087,0.325643352229175
"Pocillopora_acuta_HIv2___RNAseq.g18537.t1",3829.05012037448,-0.744557631927347,0.666092932908861,0.135391617648596,0.325643352229175
"Pocillopora_acuta_HIv2___RNAseq.g19365.t1",515.28718805455,0.6644534495394,1.00011904239192,0.135399552012324,0.325643352229175
"Pocillopora_acuta_HIv2___RNAseq.g21188.t1",262.592687782623,-0.39675676540986,1.07258137833523,0.135468097377805,0.325754041641326
"Pocillopora_acuta_HIv2___RNAseq.g22837.t1",1925.56774423259,-0.720614472026981,0.602605318658316,0.13549729013085,0.325770080527363
"Pocillopora_acuta_HIv2___RNAseq.g5957.t1",26.23939771573,-0.418485542366301,1.03331815362432,0.135581092416678,0.325917387521162
"Pocillopora_acuta_HIv2___RNAseq.g18347.t1",654.898343516828,0.763623913786735,0.904344057602615,0.135655877965733,0.326042974226715
"Pocillopora_acuta_HIv2___RNAseq.g16192.t1b",110.193512102385,0.258280068244606,1.05413707822544,0.135773515634235,0.326260749779537
"Pocillopora_acuta_HIv2___RNAseq.g3539.t1",764.216904162958,-0.480776398161516,1.01756999694579,0.135808370252647,0.326260749779537
"Pocillopora_acuta_HIv2___RNAseq.g23177.t2",832.125282824142,0.452581094624871,1.06301792055421,0.135814157523686,0.326260749779537
"Pocillopora_acuta_HIv2___RNAseq.g1816.t1",692.05342971448,-0.747468493580232,0.812792399561625,0.13600647704307,0.326668496172528
"Pocillopora_acuta_HIv2___RNAseq.g19921.t1",47.3931651225578,0.245299993016963,1.0421183696919,0.136095576085436,0.326828227212312
"Pocillopora_acuta_HIv2___RNAseq.g6138.t1",870.707371785307,-0.768058414772425,0.748125428369023,0.136130018773574,0.326856671902552
"Pocillopora_acuta_HIv2___RNAseq.8022_t",187.211584899429,0.693884539384992,1.08265071794555,0.136222477546777,0.327024384271632
"Pocillopora_acuta_HIv2___RNAseq.g1444.t1",71.6255876840104,0.662545519777185,1.04981542152325,0.136376755190209,0.327340422680249
"Pocillopora_acuta_HIv2___TS.g28575.t1",636.864562509553,-0.678282188284279,0.918307568215458,0.136730148028522,0.328095882181387
"Pocillopora_acuta_HIv2___RNAseq.g21532.t1",2202.89783724734,-0.709020122094666,0.595789071347767,0.136736862402475,0.328095882181387
"Pocillopora_acuta_HIv2___TS.g28715.t2",1421.66163106892,0.751099158275615,0.670854103788301,0.13683192235182,0.328269518145087
"Pocillopora_acuta_HIv2___RNAseq.g31343.t1",3004.14788637609,0.763535768870024,0.741034666704003,0.136872682827286,0.328312849819877
"Pocillopora_acuta_HIv2___TS.g26039.t2a",427.115751175259,-0.554152516201289,1.03496801965862,0.136924057058959,0.328381621837305
"Pocillopora_acuta_HIv2___RNAseq.g20161.t1",477.671710331828,-0.812723370469129,1.07795562277661,0.136998396188648,0.328505438075697
"Pocillopora_acuta_HIv2___RNAseq.448_t",938.819105465507,-0.211463696730674,0.995769738296633,0.137123161144907,0.328750108204863
"Pocillopora_acuta_HIv2___RNAseq.g3477.t1",724.210689811369,-0.306149977482645,1.01825231276549,0.137150855979042,0.328762012078367
"Pocillopora_acuta_HIv2___RNAseq.g10581.t1",596.140051129922,0.760930671845688,0.848238614561457,0.137183889973498,0.328786708297709
"Pocillopora_acuta_HIv2___RNAseq.g14453.t1",981.655196615604,-0.756511333804865,0.748562702817705,0.137221263168281,0.328821794311798
"Pocillopora_acuta_HIv2___RNAseq.g14441.t1",388.794341792631,-0.226164660556891,1.01346607533516,0.137288723753439,0.32892895484011
"Pocillopora_acuta_HIv2___RNAseq.g26462.t1",655.007189694412,-0.473575414858714,1.03140315375946,0.137325920974261,0.328963584129135
"Pocillopora_acuta_HIv2___RNAseq.g14663.t1a",925.403234411378,-0.493188518530003,1.02290261908012,0.137454094508532,0.329216099183873
"Pocillopora_acuta_HIv2___RNAseq.g26154.t1",660.786425182662,0.752735887627968,0.682167279073618,0.13750248948805,0.329277484760786
"Pocillopora_acuta_HIv2___TS.g14319.t1",762.330833047132,-0.51775238457998,1.04384734291322,0.137580231543081,0.329309015578846
"Pocillopora_acuta_HIv2___RNAseq.g23358.t1",108.521954544179,-0.419773670066445,1.0121651713935,0.137589405726243,0.329309015578846
"Pocillopora_acuta_HIv2___RNAseq.g5374.t1",456.934112061687,-0.321812841729787,1.01298162761835,0.137597975352805,0.329309015578846
"Pocillopora_acuta_HIv2___TS.g1507.t1",757.811840131977,0.762706048377192,0.91300364101356,0.13760672636605,0.329309015578846
"Pocillopora_acuta_HIv2___RNAseq.g6361.t1",16.0162071258804,0.834250186297171,0.845042718251777,0.137739421941098,0.329555120729181
"Pocillopora_acuta_HIv2___RNAseq.g3726.t1b",65.2379551572056,-0.794825987215741,0.865608601860961,0.137755134121172,0.329555120729181
"Pocillopora_acuta_HIv2___TS.g31219.t1",217.928314150304,0.17662013353812,1.01884965050989,0.137787796006373,0.329578746723363
"Pocillopora_acuta_HIv2___RNAseq.g4283.t1",530.491770796406,-0.233251645430863,1.02418216140188,0.137857345603288,0.329658092983492
"Pocillopora_acuta_HIv2___RNAseq.g11769.t1",676.968399019278,-0.308702418171759,1.00526574563503,0.137866551746207,0.329658092983492
"Pocillopora_acuta_HIv2___TS.g19694.t1c",508.631517144103,0.755511287258372,0.799251724863107,0.138010662830909,0.329948136725003
"Pocillopora_acuta_HIv2___RNAseq.g7844.t1",1414.19385075887,-0.358740203431133,1.02984156824301,0.138150737218655,0.330218312314096
"Pocillopora_acuta_HIv2___RNAseq.g20395.t1",509.899359560557,-0.574577963790401,1.0250463354874,0.138169332558415,0.330218312314096
"Pocillopora_acuta_HIv2___RNAseq.g4234.t1",111.693818819956,0.469684743387682,1.06862612624891,0.138262244973782,0.330385777515411
"Pocillopora_acuta_HIv2___RNAseq.g1248.t1",161.183609399403,-0.752254599046891,0.707273456719905,0.13850362581387,0.330907902836441
"Pocillopora_acuta_HIv2___TS.g7156.t2",2070.63439291507,0.75387777582117,0.722463946823549,0.138649633792766,0.331202031903975
"Pocillopora_acuta_HIv2___RNAseq.g10032.t1",589.02367641168,-0.357187490654794,1.00367016821882,0.138680525820219,0.331221123755557
"Pocillopora_acuta_HIv2___RNAseq.g5694.t1",580.80677442013,-0.68786062527781,0.94032252802244,0.138741606546692,0.33131229933818
