"","query","baseMean","log2FoldChange","lfcSE","pvalue","padj","seed_ortholog","evalue","score","eggNOG_OGs","max_annot_lvl","COG_category","Description","Preferred_name","GOs","EC","KEGG_ko","KEGG_Pathway","KEGG_Module","KEGG_Reaction","KEGG_rclass","BRITE","KEGG_TC","CAZy","BiGG_Reaction","PFAMs"
"780","Pocillopora_acuta_HIv2___RNAseq.g17476.t1",168.463613696132,8.1855024624608,3.54146904545845,1.59622965786998e-06,2.35831111046286e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Pocillopora_acuta_HIv2___RNAseq.g14133.t1",310.444710132695,8.80537614089958,4.39075083246891,1.65185595542022e-06,2.43551932101917e-05,"614083.AWQR01000038_gene1391",3.29e-25,103,"COG1017@1|root,COG1017@2|Bacteria,1QVJP@1224|Proteobacteria,2VV2W@28216|Betaproteobacteria","28216|Betaproteobacteria","C","Belongs to the globin family","-","-","-","-","-","-","-","-","-","-","-","-","Globin"
"782","Pocillopora_acuta_HIv2___RNAseq.g15279.t1",1874.32537199299,-5.57613339848818,2.58505936481126,1.66900500493131e-06,2.45829820685606e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Pocillopora_acuta_HIv2___RNAseq.g29984.t1",336.568885572805,8.17441836740654,3.69590848779681,1.67602828101104e-06,2.46613154186609e-05,"45351.EDO41710",1.48e-120,360,"KOG3913@1|root,KOG3913@2759|Eukaryota,38K2G@33154|Opisthokonta,3B9HW@33208|Metazoa","33208|Metazoa","T","Ligand for members of the frizzled family of seven transmembrane receptors","-","-","-","ko:K00312,ko:K00572","ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05205,ko05206,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05205,map05206,map05217,map05224,map05225,map05226","M00677","-","-","ko00000,ko00001,ko00002,ko00536","-","-","-","wnt"
"784","Pocillopora_acuta_HIv2___RNAseq.g7625.t1",56.7660190644875,10.0732984344096,3.51014635003108,1.67802646877466e-06,2.46656248418259e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Pocillopora_acuta_HIv2___RNAseq.g29124.t1",396.744424828575,4.04320468502007,3.99488116258912,1.72582845040847e-06,2.53425205144246e-05,"45351.EDO37946",0,1210,"COG1241@1|root,KOG0482@2759|Eukaryota,38CBW@33154|Opisthokonta,3BDRW@33208|Metazoa","33208|Metazoa","L","DNA replication initiation","Mcm7","GO:0005575,GO:0008150,GO:0009987,GO:0016043,GO:0022607,GO:0032991,GO:0034622,GO:0042555,GO:0043933,GO:0044085,GO:0065003,GO:0071840,GO:0072689","3.6.4.12","ko:K02210","ko03030,ko04110,ko04111,ko04113,map03030,map04110,map04111,map04113","M00285","-","-","ko00000,ko00001,ko00002,ko01000,ko01009,ko03032","-","-","-","MCM,MCM_N,MCM_OB"
"786","Pocillopora_acuta_HIv2___RNAseq.g10069.t1",218.452432099583,-3.08400793098847,0.75566583762732,1.73269265800242e-06,2.54175117701288e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","Pocillopora_acuta_HIv2___RNAseq.g12287.t1",160.939659886312,6.41008078937229,3.09057448517191,1.73722405756232e-06,2.54581649124431e-05,"8364.ENSXETP00000041533",4.69e-14,82,"2CMMP@1|root,2QQVA@2759|Eukaryota,38DQG@33154|Opisthokonta,3BC84@33208|Metazoa,3CVS6@33213|Bilateria,487IG@7711|Chordata,48ZK4@7742|Vertebrata","33208|Metazoa","S","F5/8 type C domain","-","-","-","-","-","-","-","-","-","-","-","-","F5_F8_type_C"
"788","Pocillopora_acuta_HIv2___TS.g19040.t1",79.63900163295,10.6417037309249,3.81465897753288,1.7641766004196e-06,2.5826974036912e-05,"7739.XP_002606016.1",7.41e-63,201,"COG0563@1|root,KOG3078@2759|Eukaryota,38DAF@33154|Opisthokonta,3BJTC@33208|Metazoa,3CTGP@33213|Bilateria,4868J@7711|Chordata","33208|Metazoa","F","nucleoside triphosphate adenylate kinase activity","AK3","GO:0001889,GO:0003674,GO:0003824,GO:0004017,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005740,GO:0005758,GO:0005759,GO:0006139,GO:0006163,GO:0006164,GO:0006172,GO:0006213,GO:0006220,GO:0006725,GO:0006753,GO:0006754,GO:0006756,GO:0006793,GO:0006796,GO:0006807,GO:0006950,GO:0007275,GO:0007399,GO:0007417,GO:0007420,GO:0007517,GO:0007596,GO:0007599,GO:0008150,GO:0008152,GO:0009058,GO:0009116,GO:0009117,GO:0009119,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009133,GO:0009135,GO:0009136,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009147,GO:0009150,GO:0009151,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009179,GO:0009180,GO:0009185,GO:0009188,GO:0009199,GO:0009200,GO:0009201,GO:0009205,GO:0009206,GO:0009208,GO:0009215,GO:0009218,GO:0009259,GO:0009260,GO:0009262,GO:0009394,GO:0009605,GO:0009611,GO:0009987,GO:0009991,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016776,GO:0017144,GO:0018130,GO:0019205,GO:0019438,GO:0019637,GO:0019692,GO:0019693,GO:0021537,GO:0021549,GO:0021772,GO:0021988,GO:0022037,GO:0022607,GO:0030900,GO:0030902,GO:0031667,GO:0031967,GO:0031970,GO:0031974,GO:0031975,GO:0032501,GO:0032502,GO:0034641,GO:0034654,GO:0042060,GO:0042278,GO:0042594,GO:0042802,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046031,GO:0046033,GO:0046034,GO:0046039,GO:0046041,GO:0046051,GO:0046060,GO:0046128,GO:0046131,GO:0046390,GO:0046483,GO:0046899,GO:0046940,GO:0048513,GO:0048731,GO:0048732,GO:0048856,GO:0050145,GO:0050817,GO:0050878,GO:0050896,GO:0051259,GO:0051260,GO:0055086,GO:0060322,GO:0061008,GO:0061061,GO:0065003,GO:0065007,GO:0065008,GO:0070013,GO:0071704,GO:0071840,GO:0072521,GO:0072522,GO:0072527,GO:0090407,GO:1901068,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657","2.7.4.10,2.7.4.3","ko:K00939,ko:K00944","ko00230,ko00730,ko01100,ko01110,ko01130,map00230,map00730,map01100,map01110,map01130","M00049","R00127,R00157,R00333,R01547,R11319","RC00002","ko00000,ko00001,ko00002,ko01000,ko04147","-","-","-","ADK,ADK_lid"
"789","Pocillopora_acuta_HIv2___RNAseq.g26393.t1",555.40944293767,3.62771536447218,0.98143732431271,1.76640136082399e-06,2.5833396646065e-05,"59538.XP_005985207.1",0,906,"COG5023@1|root,KOG1376@2759|Eukaryota,38E06@33154|Opisthokonta,3BAUV@33208|Metazoa,3CRFN@33213|Bilateria,47ZHV@7711|Chordata,4901E@7742|Vertebrata,3J54Q@40674|Mammalia,4J78T@91561|Cetartiodactyla","33208|Metazoa","Z","Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain","TUBA1A","-","-","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130","-","-","-","ko00000,ko00001,ko03019,ko03036,ko04147,ko04812","-","-","-","Tubulin,Tubulin_C"
"790","Pocillopora_acuta_HIv2___RNAseq.g22509.t1",1219.75158996978,-5.63855940838963,2.58684999878523,1.7818945782579e-06,2.60336597776993e-05,"45351.EDO49748",9.28e-65,219,"COG0664@1|root,KOG1113@2759|Eukaryota","2759|Eukaryota","T","cAMP-dependent protein kinase regulator activity","-","-","2.7.11.17","ko:K04739,ko:K07359","ko04140,ko04152,ko04211,ko04910,ko04920,ko04921,ko05034,map04140,map04152,map04211,map04910,map04920,map04921,map05034","-","-","-","ko00000,ko00001,ko01000,ko01001","-","-","-","PP2C,Pkinase,cNMP_binding"
"791","Pocillopora_acuta_HIv2___RNAseq.g11548.t1",128.492710830693,8.04046514105038,3.25721040859099,1.81465580964184e-06,2.64588524502617e-05,"45351.EDO49025",1.16e-61,206,"KOG4219@1|root,KOG4219@2759|Eukaryota,39NGR@33154|Opisthokonta","33154|Opisthokonta","T","7 transmembrane receptor (rhodopsin family)","-","-","-","-","-","-","-","-","-","-","-","-","7tm_1"
"792","Pocillopora_acuta_HIv2___TS.g23115.t1",82.0184673278625,10.4262542798607,3.83010615003506,1.87556410937e-06,2.71825243265808e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Pocillopora_acuta_HIv2___TS.g9513.t1",11530.1786131575,3.95621916468695,3.66008972704708,1.89347780880532e-06,2.73872630265602e-05,"45351.EDO42875",1.71e-145,435,"KOG0255@1|root,KOG0255@2759|Eukaryota,38FJ1@33154|Opisthokonta,3B9N9@33208|Metazoa","33208|Metazoa","K","organic anion transmembrane transporter activity","-","-","-","-","-","-","-","-","-","-","-","-","Sugar_tr"
"794","Pocillopora_acuta_HIv2___RNAseq.g936.t1",2339.96311251566,3.09062167955526,0.766537884775669,1.90094682547612e-06,2.746782705663e-05,"45351.EDO49439",1.89e-48,175,"KOG0274@1|root,KOG0274@2759|Eukaryota,38D52@33154|Opisthokonta,3BAWF@33208|Metazoa","33208|Metazoa","S","WD domain, G-beta repeat","WDR86","-","-","-","-","-","-","-","-","-","-","-","WD40"
"795","Pocillopora_acuta_HIv2___RNAseq.g11877.t2b",2944.03655162024,-3.64205438608712,1.0163247582245,1.92082994367791e-06,2.77274294464643e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","Pocillopora_acuta_HIv2___RNAseq.g701.t1",129.222877659363,8.27288591673433,3.49396875374417,2.05059705089939e-06,2.93661740041672e-05,"45351.EDO31498",8.26e-30,120,"KOG3599@1|root,KOG3599@2759|Eukaryota","2759|Eukaryota","E","detection of mechanical stimulus","-","-","-","ko:K04988","-","-","-","-","ko00000,ko04040","1.A.5.1","-","-","GPS,PKD_channel,PLAT,REJ"
"797","Pocillopora_acuta_HIv2___RNAseq.g4030.t1",142.268472866387,7.93929923968639,3.36941517947621,2.05357052412154e-06,2.93796677160177e-05,"45351.EDO43705",4.57e-200,559,"KOG2111@1|root,KOG2111@2759|Eukaryota,38DYQ@33154|Opisthokonta,3BA8W@33208|Metazoa","33208|Metazoa","S","protein localization to phagophore assembly site","WDR45","GO:0000045,GO:0000407,GO:0000422,GO:0003674,GO:0005488,GO:0005515,GO:0005543,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006497,GO:0006807,GO:0006914,GO:0006996,GO:0007005,GO:0007033,GO:0008104,GO:0008150,GO:0008152,GO:0008289,GO:0009056,GO:0009058,GO:0009059,GO:0009987,GO:0010314,GO:0016020,GO:0016043,GO:0016236,GO:0019538,GO:0019898,GO:0022411,GO:0022607,GO:0032266,GO:0033036,GO:0034045,GO:0034497,GO:0034613,GO:0034645,GO:0035091,GO:0036211,GO:0042157,GO:0042158,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044425,GO:0044444,GO:0044464,GO:0044804,GO:0051179,GO:0051641,GO:0061726,GO:0061919,GO:0070273,GO:0070727,GO:0070925,GO:0071704,GO:0071840,GO:0080025,GO:0098805,GO:1901564,GO:1901566,GO:1901576,GO:1901981,GO:1902936,GO:1903008,GO:1905037","-","-","-","-","-","-","-","-","-","-","WD40"
"798","Pocillopora_acuta_HIv2___RNAseq.g702.t1",58.2086220298453,10.0085558825208,3.54371691721307,2.06744989550378e-06,2.94992050734015e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Pocillopora_acuta_HIv2___TS.g25599.t1",10009.4862760367,-6.14733949060061,2.5581949449294,2.06804438221993e-06,2.94992050734015e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Pocillopora_acuta_HIv2___RNAseq.g29841.t1",816.002237387024,5.19577208103447,2.0141475546546,2.07846698456404e-06,2.96186664677184e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Pocillopora_acuta_HIv2___RNAseq.g18958.t1",1870.13484021893,-3.74129295868939,1.09114245902179,2.12334988983771e-06,3.01987539888029e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Pocillopora_acuta_HIv2___RNAseq.g4383.t1",634.590364681193,5.0089696681515,3.99937235296087,2.15438609603003e-06,3.05500396989984e-05,"45351.EDO36226",1.65e-121,369,"KOG2177@1|root,KOG2177@2759|Eukaryota","2759|Eukaryota","O","zinc ion binding","-","-","2.3.2.27","ko:K12035","ko05206,map05206","-","-","-","ko00000,ko00001,ko01000,ko03019,ko04121","-","-","-","NHL"
"803","Pocillopora_acuta_HIv2___RNAseq.g9603.t1",749.297124870208,5.09293093677302,1.9428843503392,2.25394979316062e-06,3.18370408283937e-05,"45351.EDO35633",1.78e-126,383,"KOG1192@1|root,KOG1192@2759|Eukaryota,38B62@33154|Opisthokonta,3BDT1@33208|Metazoa","33208|Metazoa","G","glucuronosyltransferase activity","UGT1A1","GO:0001523,GO:0001889,GO:0001972,GO:0002237,GO:0002526,GO:0003008,GO:0003674,GO:0003824,GO:0004857,GO:0005080,GO:0005488,GO:0005496,GO:0005501,GO:0005504,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0005886,GO:0005887,GO:0005975,GO:0005996,GO:0006063,GO:0006082,GO:0006109,GO:0006629,GO:0006631,GO:0006706,GO:0006711,GO:0006720,GO:0006721,GO:0006725,GO:0006778,GO:0006787,GO:0006789,GO:0006805,GO:0006807,GO:0006950,GO:0006952,GO:0006953,GO:0006954,GO:0007275,GO:0007584,GO:0007588,GO:0008144,GO:0008150,GO:0008152,GO:0008194,GO:0008202,GO:0008210,GO:0008289,GO:0009056,GO:0009410,GO:0009605,GO:0009607,GO:0009617,GO:0009636,GO:0009698,GO:0009719,GO:0009725,GO:0009804,GO:0009812,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010565,GO:0010675,GO:0010677,GO:0010817,GO:0012505,GO:0014070,GO:0015020,GO:0016020,GO:0016021,GO:0016042,GO:0016101,GO:0016740,GO:0016757,GO:0016758,GO:0016999,GO:0017001,GO:0017144,GO:0018879,GO:0019216,GO:0019217,GO:0019218,GO:0019222,GO:0019439,GO:0019585,GO:0019748,GO:0019752,GO:0019840,GO:0019899,GO:0019900,GO:0019901,GO:0030234,GO:0031099,GO:0031100,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031406,GO:0031667,GO:0031960,GO:0031984,GO:0032355,GO:0032496,GO:0032501,GO:0032502,GO:0032787,GO:0032870,GO:0032991,GO:0033013,GO:0033015,GO:0033293,GO:0033993,GO:0034641,GO:0034663,GO:0034754,GO:0035690,GO:0036094,GO:0042167,GO:0042168,GO:0042175,GO:0042178,GO:0042221,GO:0042440,GO:0042445,GO:0042447,GO:0042493,GO:0042537,GO:0042573,GO:0042594,GO:0042802,GO:0042803,GO:0043086,GO:0043167,GO:0043168,GO:0043177,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0044092,GO:0044237,GO:0044238,GO:0044248,GO:0044255,GO:0044270,GO:0044281,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044877,GO:0045471,GO:0045833,GO:0045912,GO:0045922,GO:0045939,GO:0046149,GO:0046226,GO:0046271,GO:0046483,GO:0046677,GO:0046700,GO:0046982,GO:0046983,GO:0048513,GO:0048519,GO:0048523,GO:0048545,GO:0048731,GO:0048732,GO:0048856,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051186,GO:0051187,GO:0051338,GO:0051348,GO:0051384,GO:0051552,GO:0051704,GO:0051707,GO:0051716,GO:0052695,GO:0052696,GO:0052697,GO:0061008,GO:0062012,GO:0062014,GO:0065007,GO:0065008,GO:0065009,GO:0070069,GO:0070887,GO:0070980,GO:0071236,GO:0071310,GO:0071361,GO:0071383,GO:0071384,GO:0071385,GO:0071392,GO:0071396,GO:0071407,GO:0071466,GO:0071495,GO:0071704,GO:0071944,GO:0080090,GO:0097159,GO:0097237,GO:0097305,GO:0097306,GO:0098772,GO:0098827,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901700,GO:1901701,GO:1904223,GO:1904224,GO:2001029,GO:2001030","2.4.1.17","ko:K00699","ko00040,ko00053,ko00140,ko00830,ko00860,ko00980,ko00982,ko00983,ko01100,ko01110,ko05204,map00040,map00053,map00140,map00830,map00860,map00980,map00982,map00983,map01100,map01110,map05204","M00014,M00129","R01383,R02358,R02389,R02478,R02502,R02902,R03091,R04352,R04353,R04354,R04683,R07106,R08259,R08261,R08262,R08263,R08615,R09426,R09427,R09428","RC00005,RC00033,RC00049,RC00059,RC00078,RC00171,RC00397,RC00523,RC00529,RC00708,RC02748","ko00000,ko00001,ko00002,ko01000,ko01003","-","GT1","-","UDPGT"
"804","Pocillopora_acuta_HIv2___RNAseq.g26782.t1",73.0933474465787,10.3429402194222,3.73985532950332,2.27877001520241e-06,3.21562239023294e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","Pocillopora_acuta_HIv2___RNAseq.g9150.t1",479.913053914647,-4.891172091004,1.84084846741842,2.32019289974871e-06,3.27088402553269e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","Pocillopora_acuta_HIv2___RNAseq.g25708.t1",635.875602112745,1.2683909237108,2.32981897605402,2.39821189450621e-06,3.36774144098425e-05,"10224.XP_006819602.1",0,2535,"KOG3599@1|root,KOG3599@2759|Eukaryota,3902C@33154|Opisthokonta,3BAIR@33208|Metazoa,3CU0F@33213|Bilateria","33208|Metazoa","PT","catalase activity","LOXHD1","GO:0003008,GO:0003674,GO:0005215,GO:0005216,GO:0005261,GO:0005262,GO:0005575,GO:0005623,GO:0006810,GO:0006811,GO:0006812,GO:0006816,GO:0007600,GO:0007605,GO:0008150,GO:0008324,GO:0009581,GO:0009582,GO:0009605,GO:0009612,GO:0009628,GO:0015075,GO:0015085,GO:0015267,GO:0015318,GO:0016020,GO:0022803,GO:0022838,GO:0022857,GO:0022890,GO:0030001,GO:0032420,GO:0032421,GO:0032501,GO:0034220,GO:0042995,GO:0043005,GO:0043226,GO:0044422,GO:0044464,GO:0046873,GO:0050877,GO:0050896,GO:0050954,GO:0050982,GO:0051179,GO:0051234,GO:0051606,GO:0055085,GO:0070588,GO:0070838,GO:0072511,GO:0097458,GO:0098655,GO:0098660,GO:0098662,GO:0098858,GO:0098862,GO:0120025","-","-","-","-","-","-","-","-","-","-","PLAT"
"807","Pocillopora_acuta_HIv2___RNAseq.g28169.t1",119.66311298677,5.40576536529265,1.51391528963853,2.43625742461974e-06,3.41430577127643e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","Pocillopora_acuta_HIv2___RNAseq.g9863.t1",107.331067328028,7.78876539160786,3.07043142045292,2.43845261458003e-06,3.41430577127643e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","Pocillopora_acuta_HIv2___RNAseq.g28450.t1",209.330492281868,-3.28796294938676,0.850669591239701,2.45515729976622e-06,3.43105267476509e-05,"45351.EDO39625",2.54e-89,278,"COG5640@1|root,KOG3627@2759|Eukaryota,38F79@33154|Opisthokonta,3BBP0@33208|Metazoa","33208|Metazoa","O","serine-type endopeptidase activity","-","-","3.4.21.34,3.4.21.4","ko:K01312,ko:K01324","ko04080,ko04610,ko04972,ko04974,ko05164,map04080,map04610,map04972,map04974,map05164","-","-","-","ko00000,ko00001,ko01000,ko01002,ko04147","-","-","-","Trypsin"
"810","Pocillopora_acuta_HIv2___RNAseq.5685_t",266.65376562013,5.25855082824764,3.45663874100725,2.45917260969379e-06,3.4333467786304e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","Pocillopora_acuta_HIv2___TS.g24185.t1",681.196054409371,1.60341658136252,3.06582572919971,2.51332214426511e-06,3.50218607848272e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","Pocillopora_acuta_HIv2___RNAseq.g18951.t1",944.681077776357,5.36655178434403,3.2807076324475,2.52742735878974e-06,3.51506820360912e-05,"45351.EDO42388",1.04e-79,249,"KOG3882@1|root,KOG3882@2759|Eukaryota","2759|Eukaryota","S","cell surface receptor signaling pathway","-","-","-","ko:K10303,ko:K17345","-","-","-","-","ko00000,ko04121,ko04147","-","-","-","Tetraspannin"
"813","Pocillopora_acuta_HIv2___RNAseq.g19787.t1",104.271855347264,6.76127338978921,2.13144731655674,2.54759846587113e-06,3.53971798370413e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","Pocillopora_acuta_HIv2___RNAseq.7292_t",196.49604090737,1.12764332785691,2.08778275005687,2.65011953367808e-06,3.6715832313333e-05,"10224.XP_006819599.1",2.92e-278,800,"COG5059@1|root,KOG4280@2759|Eukaryota,39M8E@33154|Opisthokonta,3BFWS@33208|Metazoa,3CTMZ@33213|Bilateria","33208|Metazoa","Z","ATP-dependent microtubule motor activity","KIF17","GO:0002119,GO:0002164,GO:0003674,GO:0003774,GO:0003777,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005815,GO:0005856,GO:0005871,GO:0005875,GO:0005929,GO:0006810,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0007275,GO:0008150,GO:0008569,GO:0008574,GO:0009791,GO:0009966,GO:0009987,GO:0010638,GO:0010639,GO:0010646,GO:0010970,GO:0015630,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022607,GO:0022611,GO:0023051,GO:0030030,GO:0030031,GO:0030705,GO:0031344,GO:0031345,GO:0031346,GO:0031503,GO:0032501,GO:0032502,GO:0032991,GO:0033043,GO:0035720,GO:0036064,GO:0036477,GO:0040024,GO:0042073,GO:0042623,GO:0042995,GO:0043005,GO:0043025,GO:0043053,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044087,GO:0044089,GO:0044297,GO:0044422,GO:0044424,GO:0044430,GO:0044441,GO:0044444,GO:0044446,GO:0044463,GO:0044464,GO:0044782,GO:0045724,GO:0046626,GO:0046907,GO:0048471,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048580,GO:0048582,GO:0048583,GO:0048856,GO:0050789,GO:0050793,GO:0050794,GO:0051094,GO:0051128,GO:0051129,GO:0051130,GO:0051179,GO:0051234,GO:0051239,GO:0051240,GO:0051641,GO:0051649,GO:0055115,GO:0060271,GO:0060491,GO:0061062,GO:0061063,GO:0061065,GO:0061066,GO:0065007,GO:0070925,GO:0071840,GO:0097458,GO:0097730,GO:0099111,GO:0120025,GO:0120031,GO:0120032,GO:0120033,GO:0120034,GO:0120035,GO:0120036,GO:0120038,GO:1900076,GO:1902017,GO:1902018,GO:1902115,GO:1902116,GO:1902117,GO:1902855,GO:1902856,GO:1902857,GO:1905515,GO:1990939,GO:2000026","-","ko:K20198","-","-","-","-","ko00000,ko04812","-","-","-","Kinesin"
"815","Pocillopora_acuta_HIv2___RNAseq.g17311.t1",2064.858451302,-3.50933795058301,0.987183046751565,2.68160737509176e-06,3.71165254290213e-05,"6087.XP_004211339.1",3.82e-13,79,"COG3669@1|root,KOG1217@1|root,KOG1217@2759|Eukaryota,KOG3340@2759|Eukaryota,38H5D@33154|Opisthokonta,3BA6I@33208|Metazoa","33208|Metazoa","G","alpha-L-fucosidase activity","FUCA1","GO:0000003,GO:0000323,GO:0001669,GO:0001775,GO:0002080,GO:0002081,GO:0002252,GO:0002263,GO:0002274,GO:0002275,GO:0002283,GO:0002366,GO:0002376,GO:0002443,GO:0002444,GO:0002446,GO:0003674,GO:0003824,GO:0004553,GO:0004560,GO:0005488,GO:0005575,GO:0005576,GO:0005615,GO:0005622,GO:0005623,GO:0005737,GO:0005764,GO:0005766,GO:0005773,GO:0005775,GO:0005783,GO:0005788,GO:0005886,GO:0005975,GO:0005996,GO:0006004,GO:0006022,GO:0006026,GO:0006027,GO:0006464,GO:0006629,GO:0006643,GO:0006664,GO:0006807,GO:0006810,GO:0006887,GO:0006950,GO:0006952,GO:0006955,GO:0007338,GO:0007339,GO:0008037,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009566,GO:0009605,GO:0009607,GO:0009617,GO:0009987,GO:0009988,GO:0012505,GO:0012506,GO:0015928,GO:0016020,GO:0016042,GO:0016137,GO:0016139,GO:0016192,GO:0016787,GO:0016798,GO:0019318,GO:0019377,GO:0019538,GO:0019953,GO:0022414,GO:0030141,GO:0030203,GO:0030246,GO:0030659,GO:0030667,GO:0031090,GO:0031410,GO:0031974,GO:0031982,GO:0031983,GO:0032940,GO:0034774,GO:0035036,GO:0035578,GO:0036094,GO:0036211,GO:0036230,GO:0042119,GO:0042582,GO:0042742,GO:0042806,GO:0043170,GO:0043202,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0043299,GO:0043312,GO:0043412,GO:0043687,GO:0043900,GO:0043903,GO:0044237,GO:0044238,GO:0044242,GO:0044248,GO:0044255,GO:0044260,GO:0044267,GO:0044281,GO:0044421,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044433,GO:0044437,GO:0044444,GO:0044446,GO:0044464,GO:0044703,GO:0045055,GO:0045321,GO:0046466,GO:0046903,GO:0048029,GO:0050789,GO:0050896,GO:0051179,GO:0051234,GO:0051704,GO:0051707,GO:0060205,GO:0065007,GO:0070013,GO:0071704,GO:0071944,GO:0097223,GO:0097524,GO:0097708,GO:0098542,GO:0098588,GO:0098589,GO:0098805,GO:0099503,GO:1901135,GO:1901136,GO:1901564,GO:1901565,GO:1901575,GO:1901657,GO:1901658,GO:1903509,GO:2000535","3.2.1.51","ko:K01206","ko00511,map00511","-","-","-","ko00000,ko00001,ko01000,ko04147","-","GH29","-","Alpha_L_fucos,Fucosidase_C"
"816","Pocillopora_acuta_HIv2___RNAseq.g26093.t1",292.704893782478,1.36547306786299,2.52379163513026,2.7118670909592e-06,3.74279061103377e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
