chrm	strand	event_id	is_annotated	gene_name	e1_start	e1_end	e2_start	e2_end	e3_start	e3_end	LCM_4:e1_cov	LCM_4:e2_cov	LCM_4:e3_cov	LCM_4:e1e2_conf	LCM_4:e2e3_conf	LCM_4:e1e3_conf	LCM_4:psi	LCM_5:e1_cov	LCM_5:e2_cov	LCM_5:e3_cov	LCM_5:e1e2_conf	LCM_5:e2e3_conf	LCM_5:e1e3_conf	LCM_5:psi	LCM_8:e1_cov	LCM_8:e2_cov	LCM_8:e3_cov	LCM_8:e1e2_conf	LCM_8:e2e3_conf	LCM_8:e1e3_conf	LCM_8:psi	LCM_9:e1_cov	LCM_9:e2_cov	LCM_9:e3_cov	LCM_9:e1e2_conf	LCM_9:e2e3_conf	LCM_9:e1e3_conf	LCM_9:psi	LCM_15:e1_cov	LCM_15:e2_cov	LCM_15:e3_cov	LCM_15:e1e2_conf	LCM_15:e2e3_conf	LCM_15:e1e3_conf	LCM_15:psi	LCM_16:e1_cov	LCM_16:e2_cov	LCM_16:e3_cov	LCM_16:e1e2_conf	LCM_16:e2e3_conf	LCM_16:e1e3_conf	LCM_16:psi	LCM_20:e1_cov	LCM_20:e2_cov	LCM_20:e3_cov	LCM_20:e1e2_conf	LCM_20:e2e3_conf	LCM_20:e1e3_conf	LCM_20:psi	LCM_21:e1_cov	LCM_21:e2_cov	LCM_21:e3_cov	LCM_21:e1e2_conf	LCM_21:e2e3_conf	LCM_21:e1e3_conf	LCM_21:psi	LCM_26:e1_cov	LCM_26:e2_cov	LCM_26:e3_cov	LCM_26:e1e2_conf	LCM_26:e2e3_conf	LCM_26:e1e3_conf	LCM_26:psi	LCM_27:e1_cov	LCM_27:e2_cov	LCM_27:e3_cov	LCM_27:e1e2_conf	LCM_27:e2e3_conf	LCM_27:e1e3_conf	LCM_27:psi
Pocillopora_acuta_HIv2___Sc0000029	-	exon_skip.887	0	Pocillopora_acuta_HIv2___RNAseq.g4097.t1	1879874	1879972	1880039	1880242	1880303	1881307	1.2	0.3	3.2	0	0	0	nan	2008.8	2145.0	2705.4	58	149	0	1.00	11158.1	11092.5	9967.0	313	827	139	0.69	461.3	514.4	353.5	0	0	0	nan	5355.2	5474.1	5599.1	248	1	280	0.00	606.2	450.4	492.0	0	0	0	nan	6984.0	7187.2	7258.4	370	0	2	nan	137.1	80.1	80.1	0	0	0	nan	5390.5	5750.8	7088.5	0	0	296	0.00	0.0	0.3	1.5	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000030	+	exon_skip.893	2	Pocillopora_acuta_HIv2___RNAseq.g29539.t1	1671363	1671424	1672687	1672907	1673940	1674108	0.0	0.0	0.0	0	0	0	nan	611.9	693.2	1442.1	741	606	28	0.96	249.8	332.2	905.6	334	416	0	1.00	0.0	0.8	0.0	0	0	0	nan	161.1	245.5	713.6	229	242	0	1.00	0.0	0.0	55.3	0	0	0	nan	283.4	334.4	1049.7	313	328	31	0.91	0.0	0.0	0.0	0	0	0	nan	268.7	332.5	950.8	364	368	0	1.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000030	+	exon_skip.894	2	Pocillopora_acuta_HIv2___RNAseq.g29545.t1	1790346	1790401	1793897	1793960	1794599	1794728	0.0	0.0	0.0	0	0	0	nan	22.0	30.8	114.5	20	41	19	0.51	0.0	0.0	34.7	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	21.2	23.3	51.9	30	0	0	nan	12.1	44.8	57.4	22	62	0	1.00	6.1	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	7.8	0.0	2.6	0	0	0	nan	34.0	51.0	64.7	43	51	0	1.00
Pocillopora_acuta_HIv2___Sc0000030	+	exon_skip.895	0	Pocillopora_acuta_HIv2___RNAseq.g29545.t1	1790346	1790401	1793897	1794063	1794599	1794728	0.0	0.0	0.0	0	0	0	nan	22.0	14.5	114.5	20	18	19	0.49	0.0	0.0	34.7	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	21.2	22.7	51.9	30	0	0	nan	12.1	17.2	57.4	22	0	0	nan	6.1	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	7.8	0.0	2.6	0	0	0	nan	34.0	19.5	64.7	43	0	0	nan
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.897	1	Pocillopora_acuta_HIv2___RNAseq.g21186.t1	136861	136929	137125	137187	137264	137425	0.0	0.0	0.0	0	0	0	nan	26.6	0.0	32.1	0	0	24	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.8	0.0	1.7	0	0	2	nan	0.0	0.0	0.0	0	0	0	nan	2.9	0.0	1.4	0	0	4	nan	69.7	64.2	34.3	66	65	0	1.00
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.899	1	Pocillopora_acuta_HIv2___RNAseq.g21216.t1	354690	354887	354968	355010	355856	355954	0.0	0.0	0.0	0	0	0	nan	0.9	0.0	0.0	0	0	0	nan	141.1	44.7	152.8	39	42	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.4	0.0	15.9	0	0	8	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	39.5	0.0	32.2	0	0	42	0.00	50.6	0.0	44.1	0	0	38	0.00
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.900	1	Pocillopora_acuta_HIv2___RNAseq.g21216.t1	354690	354887	354968	355084	355856	355954	0.0	0.0	0.0	0	0	0	nan	0.9	0.0	0.0	0	0	0	nan	141.1	31.9	152.8	39	47	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.4	0.0	15.9	0	0	8	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	39.5	0.0	32.2	0	0	42	0.00	50.6	0.0	44.1	0	0	38	0.00
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.901	1	Pocillopora_acuta_HIv2___RNAseq.g21216.t1	354690	354887	355116	355158	355856	355954	0.0	0.0	0.0	0	0	0	nan	0.9	0.0	0.0	0	0	0	nan	141.1	40.2	152.8	40	37	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.4	0.0	15.9	0	0	8	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	39.5	0.0	32.2	0	0	42	0.00	50.6	0.0	44.1	0	0	38	0.00
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.902	1	Pocillopora_acuta_HIv2___RNAseq.g21216.t1	354690	354887	355116	355232	355856	355954	0.0	0.0	0.0	0	0	0	nan	0.9	0.0	0.0	0	0	0	nan	141.1	27.7	152.8	40	34	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	1.4	0.0	15.9	0	0	8	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	39.5	0.0	32.2	0	0	42	0.00	50.6	0.0	44.1	0	0	38	0.00
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.904	2	Pocillopora_acuta_HIv2___TS.g19010.t3	522145	522502	523006	523044	524323	524394	641.4	194.1	653.6	192	187	491	0.28	205.6	100.7	227.4	97	96	127	0.43	265.0	131.4	322.4	119	137	155	0.43	0.6	0.0	0.0	0	0	0	nan	278.3	43.7	315.6	42	44	256	0.14	124.9	115.8	235.1	102	129	81	0.56	193.0	133.0	293.0	134	142	123	0.52	92.4	116.2	114.3	102	117	2	0.98	619.1	339.8	625.9	326	313	290	0.52	348.2	97.9	378.6	87	97	276	0.24
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.908	2	Pocillopora_acuta_HIv2___RNAseq.g21321.t1b	1438398	1438462	1438556	1438626	1439113	1440029	1.6	159.0	119.7	0	186	0	nan	58.5	204.6	141.7	67	274	26	0.72	125.5	260.7	144.4	189	306	0	1.00	11.5	181.9	85.5	25	268	0	1.00	2.2	101.2	84.0	2	140	0	nan	98.4	172.0	175.4	36	249	0	1.00	115.4	282.3	190.8	97	323	47	0.67	10.9	177.0	161.9	16	190	0	1.00	88.8	228.9	157.8	95	261	3	0.97	179.4	213.9	189.5	143	214	0	1.00
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.910	0	Pocillopora_acuta_HIv2___RNAseq.g21325.t1	1532312	1532468	1533185	1533249	1533901	1534214	346.6	307.5	81.0	364	0	0	nan	271.1	381.8	77.5	260	97	36	0.73	150.7	164.6	77.7	0	0	120	0.00	275.1	244.9	57.7	244	0	138	0.00	183.5	291.7	66.8	173	74	10	0.88	58.8	127.5	76.2	57	0	1	nan	316.4	423.8	94.0	333	96	4	0.96	139.5	219.2	112.9	123	0	0	nan	459.1	458.6	101.1	439	99	2	0.98	197.5	214.3	60.6	168	0	23	0.00
Pocillopora_acuta_HIv2___Sc0000031	+	exon_skip.911	2	Pocillopora_acuta_HIv2___RNAseq.g21325.t1	1533185	1533249	1533344	1533414	1533901	1534214	307.5	37.9	81.0	72	20	0	1.00	381.8	133.6	77.5	137	15	97	0.13	164.6	158.9	77.7	173	18	0	1.00	244.9	49.0	57.7	111	23	0	1.00	291.7	92.6	66.8	121	20	74	0.21	127.5	145.1	76.2	69	224	0	1.00	423.8	189.5	94.0	173	0	96	0.00	219.2	155.9	112.9	134	40	0	1.00	458.6	66.5	101.1	104	75	99	0.43	214.3	77.8	60.6	91	0	0	nan
Pocillopora_acuta_HIv2___Sc0000031	-	exon_skip.912	2	Pocillopora_acuta_HIv2___RNAseq.g21203.t1	257295	257384	257569	257717	257973	258077	0.0	0.0	0.0	0	0	0	nan	19.7	20.3	21.7	18	21	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	26.2	0.0	26.3	0	0	16	0.00	0.0	0.0	0.0	0	0	0	nan	32.5	40.6	49.7	37	45	0	1.00	68.0	0.0	59.0	0	0	62	0.00
Pocillopora_acuta_HIv2___Sc0000032	+	exon_skip.917	0	Pocillopora_acuta_HIv2___RNAseq.g29669.t2	866591	866660	867213	867372	867775	867848	76.4	56.6	107.6	62	0	27	0.00	175.4	78.3	201.5	35	0	110	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	37.6	0.0	46.1	0	0	44	0.00	128.5	0.0	144.8	0	0	128	0.00	29.1	16.4	29.3	0	0	0	nan	105.9	61.5	250.8	59	0	53	0.00	267.9	79.3	292.3	42	29	184	0.14	180.0	8.9	181.5	0	0	162	0.00
Pocillopora_acuta_HIv2___Sc0000032	-	exon_skip.920	0	Pocillopora_acuta_HIv2___TS.g7668.t1	1419088	1419318	1420143	1420204	1420323	1420333	0.0	0.0	0.0	0	0	0	nan	100.0	4.2	89.2	0	0	83	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	53.9	43.3	44.5	41	44	0	1.00	39.8	0.0	26.0	0	0	28	0.00	2.5	0.0	4.0	0	0	4	nan	74.1	0.0	68.6	0	0	70	0.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000033	-	exon_skip.924	0	Pocillopora_acuta_HIv2___TS.g19238.t2	1214714	1215465	1216686	1216760	1217294	1217514	4.6	0.0	118.4	0	0	0	nan	89.0	0.0	8.6	0	0	0	nan	69.0	0.0	1.5	0	0	9	nan	209.6	0.0	0.0	0	0	0	nan	65.7	26.7	58.0	0	0	0	nan	69.3	0.0	0.0	0	0	0	nan	163.7	88.1	67.5	65	30	0	1.00	74.3	0.0	95.2	0	0	89	0.00	66.4	1.4	1.7	0	0	0	nan	97.4	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000033	-	exon_skip.925	0	Pocillopora_acuta_HIv2___TS.g19238.t2	1214714	1215465	1216686	1216760	1217425	1217514	4.6	0.0	122.3	0	0	0	nan	89.0	0.0	21.0	0	0	11	0.00	69.0	0.0	0.0	0	0	0	nan	209.6	0.0	0.0	0	0	0	nan	65.7	26.7	77.4	0	0	0	nan	69.3	0.0	0.0	0	0	0	nan	163.7	88.1	109.4	65	56	0	1.00	74.3	0.0	91.0	0	0	0	nan	66.4	1.4	4.1	0	0	0	nan	97.4	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000033	-	exon_skip.926	2	Pocillopora_acuta_HIv2___TS.g19238.t2	1214714	1215465	1216686	1216989	1217425	1217514	4.6	23.0	122.3	0	0	0	nan	89.0	0.0	21.0	0	0	11	0.00	69.0	0.0	0.0	0	0	0	nan	209.6	0.0	0.0	0	0	0	nan	65.7	45.6	77.4	0	29	0	nan	69.3	0.0	0.0	0	0	0	nan	163.7	40.3	109.4	65	9	0	nan	74.3	0.0	91.0	0	0	0	nan	66.4	0.3	4.1	0	0	0	nan	97.4	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000034	+	exon_skip.930	1	Pocillopora_acuta_HIv2___RNAseq.g15108.t1	296595	296723	296908	296966	297729	297779	0.0	0.0	0.0	0	0	0	nan	28.2	28.3	24.8	23	29	0	1.00	0.0	0.0	0.0	0	0	0	nan	12.1	0.0	71.7	0	0	52	0.00	1.3	0.0	0.0	0	0	0	nan	2.7	0.0	0.0	0	0	0	nan	2.0	0.0	0.0	0	0	0	nan	32.5	0.0	0.0	0	0	0	nan	23.3	0.0	23.6	0	0	25	0.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000034	+	exon_skip.931	2	Pocillopora_acuta_HIv2___RNAseq.g15136.t1	1077232	1077297	1077997	1078038	1078156	1078209	135.8	108.0	66.6	119	88	0	1.00	377.3	292.1	217.3	260	262	0	1.00	353.4	428.9	468.1	380	453	0	1.00	332.2	231.7	119.4	118	185	0	1.00	332.2	250.2	233.5	272	230	0	1.00	375.0	321.6	252.3	273	297	0	1.00	539.9	534.2	610.2	509	529	0	1.00	432.6	288.5	292.4	310	264	52	0.84	456.3	403.0	385.3	345	381	0	1.00	390.0	383.2	429.8	337	413	0	1.00
Pocillopora_acuta_HIv2___Sc0000034	+	exon_skip.932	0	Pocillopora_acuta_HIv2___RNAseq.g15136.t1	1077232	1077297	1078000	1078038	1078156	1078209	135.8	107.1	66.6	0	88	0	nan	377.3	294.3	217.3	68	262	0	1.00	353.4	432.0	468.1	1	453	0	nan	332.2	240.3	119.4	161	185	0	1.00	332.2	248.3	233.5	0	230	0	nan	375.0	325.2	252.3	81	297	0	1.00	539.9	534.3	610.2	0	529	0	nan	432.6	286.7	292.4	0	264	52	0.00	456.3	407.1	385.3	74	381	0	1.00	390.0	386.5	429.8	21	413	0	1.00
Pocillopora_acuta_HIv2___Sc0000034	+	exon_skip.934	0	Pocillopora_acuta_HIv2___RNAseq.g15168.t1	1344216	1344317	1344380	1344433	1345427	1345503	20.1	0.0	43.6	0	0	31	0.00	260.0	0.0	228.1	0	0	242	0.00	173.0	0.0	190.3	0	0	185	0.00	0.0	0.0	0.0	0	0	0	nan	138.4	0.0	153.1	0	0	165	0.00	145.7	68.4	198.2	68	71	119	0.36	69.7	0.0	104.9	0	0	100	0.00	0.0	0.0	0.0	0	0	0	nan	282.4	0.0	325.0	0	0	330	0.00	218.0	0.0	235.2	0	0	238	0.00
Pocillopora_acuta_HIv2___Sc0000034	-	exon_skip.936	2	Pocillopora_acuta_HIv2___RNAseq.g15087.t1	126190	126269	126424	126525	127203	127306	0.0	0.0	53.7	0	0	0	nan	24.2	31.9	40.3	13	39	0	1.00	100.0	135.1	162.8	103	152	0	1.00	5.2	3.5	1.7	3	0	0	nan	149.2	78.7	41.7	117	44	27	0.62	102.8	67.4	22.3	94	47	0	1.00	76.1	96.8	84.7	70	94	0	1.00	0.0	68.4	89.6	0	88	0	nan	200.5	126.5	79.3	161	84	0	1.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000034	-	exon_skip.937	2	Pocillopora_acuta_HIv2___RNAseq.g15114.t1	341142	341563	342013	342069	342660	342751	9.1	0.0	0.0	0	0	0	nan	18.1	7.3	39.6	5	8	37	0.12	151.6	255.8	267.0	240	255	0	1.00	106.4	0.0	0.0	0	0	0	nan	45.0	75.5	86.0	59	80	0	1.00	37.2	72.6	25.1	2	0	0	nan	33.5	0.0	0.0	0	0	0	nan	66.8	90.9	82.9	76	89	0	1.00	51.4	13.2	18.0	6	15	0	nan	53.7	19.4	0.0	34	0	0	nan
Pocillopora_acuta_HIv2___Sc0000034	-	exon_skip.938	2	Pocillopora_acuta_HIv2___RNAseq.g15122.t1	427624	427780	428168	428433	429018	429146	0.0	0.0	0.0	0	0	0	nan	67.8	79.8	83.4	62	92	0	1.00	105.5	27.6	0.0	91	0	0	nan	271.1	59.3	0.0	0	0	0	nan	120.5	31.3	38.6	54	30	44	0.41	0.0	0.0	0.0	0	0	0	nan	10.9	9.2	0.0	7	0	0	nan	0.0	0.0	0.0	0	0	0	nan	40.7	9.0	0.0	30	0	0	nan	45.9	0.0	42.1	0	0	49	0.00
Pocillopora_acuta_HIv2___Sc0000034	-	exon_skip.940	1	Pocillopora_acuta_HIv2___RNAseq.g15170.t1	1359940	1360019	1360659	1360919	1361373	1361442	341.0	40.9	42.6	0	14	20	0.00	149.1	89.8	10.0	59	2	11	0.15	124.6	2.3	0.0	37	0	0	nan	183.7	0.0	0.0	0	0	0	nan	144.5	30.5	15.6	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	179.3	7.4	33.3	0	0	51	0.00	159.7	46.5	42.8	0	0	2	nan	285.4	88.2	47.9	34	0	51	0.00	170.5	75.7	52.9	41	14	44	0.24
Pocillopora_acuta_HIv2___Sc0000035	+	exon_skip.942	2	Pocillopora_acuta_HIv2___RNAseq.g9702.t1	361711	361937	364312	364365	365161	365334	0.0	0.0	0.0	0	0	0	nan	5.1	0.0	9.3	0	0	12	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	50.3	52.1	89.9	55	49	39	0.56	0.0	12.4	59.2	0	30	0	nan	31.4	0.0	54.7	0	0	36	0.00	15.2	0.0	17.1	0	0	16	0.00
Pocillopora_acuta_HIv2___Sc0000035	+	exon_skip.943	2	Pocillopora_acuta_HIv2___RNAseq.g9733.t1	760844	760880	761732	761794	762603	764691	0.0	0.0	4.0	0	0	0	nan	48.3	0.0	128.8	0	0	45	0.00	0.0	0.0	214.8	0	0	0	nan	0.0	0.0	13.0	0	0	0	nan	45.5	33.2	146.3	37	22	0	1.00	69.3	56.0	90.5	55	50	0	1.00	52.5	42.8	126.8	41	43	0	1.00	42.7	44.3	51.5	39	46	0	1.00	30.0	23.7	166.8	28	13	0	1.00	0.0	0.0	109.9	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000035	-	exon_skip.947	2	Pocillopora_acuta_HIv2___TS.g31304.t1	1239557	1240877	1242275	1242453	1243215	1243449	8.4	0.0	0.0	0	0	0	nan	15.6	37.1	23.0	20	42	0	1.00	32.1	0.0	0.0	0	0	0	nan	10.8	0.0	0.0	0	0	0	nan	43.4	107.8	80.3	106	104	0	1.00	41.1	70.0	16.8	77	60	0	1.00	6.8	0.0	0.0	0	0	0	nan	28.5	25.4	0.4	55	2	0	nan	56.6	90.2	26.1	88	75	0	1.00	68.3	50.5	70.5	75	45	74	0.38
Pocillopora_acuta_HIv2___Sc0000036	+	exon_skip.949	2	Pocillopora_acuta_HIv2___RNAseq.g31380.t1	1205435	1205483	1205580	1205624	1206004	1206086	0.0	0.0	0.0	0	0	0	nan	74.6	91.6	84.9	86	91	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	13.0	15.6	11.0	12	14	0	1.00	0.0	0.0	0.0	0	0	0	nan	70.4	85.1	82.2	80	87	0	1.00	26.6	32.0	47.2	28	35	0	1.00	21.6	0.0	47.2	0	0	28	0.00	48.4	72.4	69.4	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000036	-	exon_skip.950	2	Pocillopora_acuta_HIv2___RNAseq.g31350.t1	807013	807122	808122	808166	808312	808412	0.0	0.0	0.0	0	0	0	nan	41.4	55.8	38.2	52	58	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	39.0	40.6	26.7	45	33	0	1.00	0.0	0.0	0.0	0	0	0	nan	46.8	49.1	35.7	51	41	0	1.00	69.6	0.0	68.5	0	0	79	0.00	98.3	47.9	67.1	47	43	35	0.55	73.1	68.0	52.8	70	67	0	1.00
Pocillopora_acuta_HIv2___Sc0000037	+	exon_skip.951	2	Pocillopora_acuta_HIv2___RNAseq.g9833.t1	104658	104777	104984	105081	105182	105245	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	16.8	15.3	12.4	17	13	0	1.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	74.8	30.9	61.8	38	26	31	0.46	0.0	0.0	0.0	0	0	0	nan	10.5	28.9	31.5	24	28	0	1.00	64.6	114.0	102.8	94	110	0	1.00
Pocillopora_acuta_HIv2___Sc0000037	-	exon_skip.954	2	Pocillopora_acuta_HIv2___RNAseq.g9837.t1	167715	167774	167988	168102	168180	168215	129.1	91.1	58.0	111	67	0	1.00	100.0	52.5	68.9	29	26	34	0.43	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	24.3	2.4	0.0	0	0	0	nan	31.0	19.1	22.2	22	19	0	1.00	0.0	80.1	42.9	0	0	0	nan	87.6	30.5	45.9	29	24	37	0.39	46.2	43.3	33.7	46	37	0	1.00
Pocillopora_acuta_HIv2___Sc0000037	-	exon_skip.955	2	Pocillopora_acuta_HIv2___RNAseq.g9844.t1	231958	232040	232157	232204	232420	232572	57.5	62.8	165.1	49	66	41	0.54	56.5	117.2	250.1	82	149	9	0.90	25.0	121.4	218.3	64	162	0	1.00	10.6	56.0	85.2	34	72	0	1.00	39.3	62.9	96.7	47	84	0	1.00	31.6	125.5	271.6	75	153	0	1.00	48.2	102.7	126.9	73	126	0	1.00	19.3	81.5	109.7	49	102	0	1.00	230.6	433.6	567.4	355	464	0	1.00	20.9	96.8	186.4	66	126	0	1.00
Pocillopora_acuta_HIv2___Sc0000037	-	exon_skip.956	2	Pocillopora_acuta_HIv2___RNAseq.g9897.t1	780666	780731	781508	781792	783413	783573	67.2	8.7	0.0	49	0	0	nan	24.5	0.0	15.1	0	0	24	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	6.1	0.0	0.0	0	0	0	nan	61.0	26.6	0.0	47	0	0	nan	66.2	7.2	0.0	53	0	0	nan	0.2	0.0	0.0	0	0	0	nan	45.4	43.6	1.2	41	3	0	nan
Pocillopora_acuta_HIv2___Sc0000037	-	exon_skip.958	1	Pocillopora_acuta_HIv2___TS.g13518.t2c	927620	927679	929534	929590	930510	930584	0.0	0.0	0.0	0	0	0	nan	97.1	0.0	59.1	0	0	66	0.00	107.0	1.5	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	29.4	0.0	25.5	0	0	27	0.00	73.9	41.3	75.1	54	34	0	1.00	116.9	42.7	106.9	47	41	45	0.48	77.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000037	-	exon_skip.959	2	Pocillopora_acuta_HIv2___TS.g13518.t2c	935041	935109	935680	935782	936636	936686	0.0	0.0	0.0	0	0	0	nan	76.3	41.7	68.7	42	34	41	0.45	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	38.4	0.0	44.8	0	0	42	0.00	45.0	55.7	60.1	46	64	0	1.00	4.1	9.0	8.5	7	9	0	nan	0.0	0.0	0.0	0	0	0	nan	31.7	18.7	32.0	15	21	14	0.52	57.8	0.0	47.3	0	0	50	0.00
Pocillopora_acuta_HIv2___Sc0000038	+	exon_skip.962	0	Pocillopora_acuta_HIv2___RNAseq.g22258.t2	878095	878166	878538	878630	878947	879054	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	49.0	33.6	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	79.6	69.1	64.8	0	9	0	nan	0.0	0.0	0.0	0	0	0	nan	64.4	46.0	68.8	45	41	36	0.53	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000038	-	exon_skip.965	0	Pocillopora_acuta_HIv2___RNAseq.g22260.t1	900047	900245	900888	900960	901267	901435	77.5	129.4	6.1	103	0	0	nan	71.7	48.3	97.8	29	0	73	0.00	31.8	1.0	39.5	2	0	67	0.00	0.0	0.0	0.0	0	0	0	nan	3.9	0.0	7.5	0	0	6	nan	9.6	0.0	21.1	0	0	28	0.00	40.5	38.0	44.0	44	0	29	0.00	0.0	0.0	0.0	0	0	0	nan	72.3	140.7	105.2	140	46	0	1.00	0.0	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000038	-	exon_skip.966	2	Pocillopora_acuta_HIv2___TS.g20378.t1a	999715	999812	999941	1000000	1000783	1000887	0.0	0.0	0.0	0	0	0	nan	176.9	3.9	102.2	6	2	123	0.02	160.9	0.0	80.0	0	0	102	0.00	0.0	0.0	0.0	0	0	0	nan	73.4	22.7	29.6	30	12	22	0.35	164.0	0.0	104.7	0	0	148	0.00	88.5	0.0	68.0	0	0	92	0.00	120.4	0.0	55.0	0	0	87	0.00	32.7	0.0	18.5	0	0	25	0.00	233.9	68.2	144.1	75	61	134	0.31
Pocillopora_acuta_HIv2___Sc0000039	-	exon_skip.969	2	Pocillopora_acuta_HIv2___RNAseq.g23745.t2	479960	481492	482090	482164	482825	483015	0.0	0.0	0.0	0	0	0	nan	7.8	0.0	25.9	0	0	32	0.00	1.3	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	19.7	0.0	55.7	0	0	57	0.00	0.0	0.0	0.0	0	0	0	nan	0.0	0.0	0.0	0	0	0	nan	8.3	29.3	2.1	34	19	0	1.00	51.7	0.0	0.0	0	0	0	nan
Pocillopora_acuta_HIv2___Sc0000039	-	exon_skip.970	2	Pocillopora_acuta_HIv2___RNAseq.g23819.t1	1104370	1104446	1105332	1105395	1105580	1105647	369.5	371.6	335.7	352	353	0	1.00	516.7	512.7	563.4	474	546	0	1.00	628.6	484.6	498.3	471	484	0	1.00	25.0	0.0	0.0	0	0	0	nan	634.7	596.3	605.2	480	487	0	1.00	130.7	83.5	120.2	85	83	24	0.78	251.5	229.9	220.5	205	225	0	1.00	255.0	244.7	235.2	145	154	0	1.00	402.5	362.4	373.3	351	360	0	1.00	274.4	227.4	236.9	238	206	0	1.00
