GO.cluster	IC	GO.ID	term	definition	Aboral_elim.genes_frequency	Aboral_elim.pvalue	Aboral_elim.-log10_pvalue	Aboral_elim.Significant_genes	Aboral_elim.Significant_genes_symbol
"7"	3.81	"GO:0009887"	"animal organ morphogenesis"	"Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."	"9.167% (55/600)"	0.002418656	2.62	"Pocillopora_acuta_HIv2___RNAseq.10263_t;Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.26508_t;Pocillopora_acuta_HIv2___RNAseq.g10343.t1;Pocillopora_acuta_HIv2___RNAseq.g10385.t1;Pocillopora_acuta_HIv2___RNAseq.g12374.t1;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g19284.t1;Pocillopora_acuta_HIv2___RNAseq.g2037.t1;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g23886.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26270.t1a;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27337.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___RNAseq.g9588.t1;Pocillopora_acuta_HIv2___RNAseq.g9589.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g17199.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g23391.t1;Pocillopora_acuta_HIv2___TS.g23602.t1;Pocillopora_acuta_HIv2___TS.g30706.t1;Pocillopora_acuta_HIv2___TS.g3883.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g5338.t1;Pocillopora_acuta_HIv2___TS.g568.t1"	"Extracellular sulfatase Sulf-2 (hSulf-2) (Arylsulfatase) (EC 3.1.6.1) (N-acetylglucosamine-6-sulfatase) (EC 3.1.6.14) [Cleaved into: Extracellular sulfatase Sulf-2 secreted form];Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1);Signal peptide, CUB and EGF-like domain-containing protein 2 (Protein CEGP1) (Scube/You);Protocadherin Fat 3 (FAT tumor suppressor homolog 3);Fibroblast growth factor receptor-like 1 (FGF receptor-like protein 1) (FGF homologous factor receptor) (FGFR-like protein) (Fibroblast growth factor receptor 5) (FGFR-5);Tissue inhibitor of metalloproteinase;Fibrillin-2 [Cleaved into: Placensin];Collagen triple helix repeat-containing protein 1;Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP);Kelch-like protein 10;Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta);Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP);Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L);Secreted frizzled-related protein 3 (sFRP-3) (Frizzled-related protein 1) (FrzB-1);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Solute carrier family 12 member 2 (Basolateral Na-K-Cl symporter) (Bumetanide-sensitive sodium-(potassium)-chloride cotransporter 2) (BSC2) (Na-K-2Cl cotransporter 1) (mNKCC1);Protein Wnt-7a;Protein Wnt-8b;Transcription factor HES-4 (Hairy and enhancer of split 4) (Protein hairy-2);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Roundabout homolog 2;Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND);Roundabout homolog 2;Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Frizzled-5 (Fz-5);Frizzled-5 (Fz-5) (hFz5) (FzE5);Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3);Roundabout homolog 1;Protein jagged-1 (Jagged1) (CD antigen CD339);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Homeobox protein otx5-B (Orthodenticle homolog 5-B) (XOtx5b);Homeobox protein OTX1 B (zOtx1) (Orthodenticle homolog 1 B);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Laminin subunit alpha-1 (Laminin A chain) (Laminin-1 subunit alpha) (Laminin-3 subunit alpha) (S-laminin subunit alpha) (S-LAM alpha);Protein Wnt-8b;Protein Wnt-8b;Collagen alpha-1(XXVII) chain B;CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J);Cadherin-related tumor suppressor (Protein fat) [Cleaved into: Ft-mito];Cysteine-rich protein 1 (CRP-1) (Cysteine-rich heart protein) (CRHP) (hCRHP) (Cysteine-rich intestinal protein) (CRIP);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13);Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A)"
"8"	4.45	"GO:0048598"	"embryonic morphogenesis"	"The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."	"7.772% (30/386)"	0.002689976	2.57	"Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g17508.t1b;Pocillopora_acuta_HIv2___RNAseq.g19284.t1;Pocillopora_acuta_HIv2___RNAseq.g22638.t1;Pocillopora_acuta_HIv2___RNAseq.g23886.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g26050.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g3088.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g5896.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g942.t1;Pocillopora_acuta_HIv2___RNAseq.g9589.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1;Pocillopora_acuta_HIv2___TS.g23178.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g568.t1"	"Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1);Nodal homolog (Nodal-related protein 1) (Xnr-1) (Xnr1) (nr-1);Fibrillin-2 [Cleaved into: Placensin];Collagen triple helix repeat-containing protein 1;Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP);Collagen alpha-1(IV) chain (Collagen type IV alpha 1);Laminin subunit beta-1 (Laminin B1 chain) (Laminin-1 subunit beta) (Laminin-10 subunit beta) (Laminin-12 subunit beta) (Laminin-2 subunit beta) (Laminin-6 subunit beta) (Laminin-8 subunit beta);Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP);Secreted frizzled-related protein 3 (sFRP-3) (Frizzled-related protein 1) (FrzB-1);Protein Wnt-7a;Protein Wnt-8b;Protein Wnt-8a;Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND);Nephrocystin-3;Frizzled-5 (Fz-5);Frizzled-5 (Fz-5) (hFz5) (FzE5);Probable N-acetyltransferase camello (EC 2.3.1.-) (Xcml);Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Homeobox protein Nkx-2.2a (Homeobox protein NK-2 homolog B-A);Homeobox protein OTX1 B (zOtx1) (Orthodenticle homolog 1 B);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Protein Wnt-8b;Protein Wnt-8b;Collagen alpha-1(XXVII) chain B;Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A)"
"8"	9.45	"GO:0071699"	"olfactory placode morphogenesis"	"The process in which the anatomical structures of the olfactory placode are generated and organized. The olfactory placode is a thickening of the neural ectoderm in the head region of the vertebrate embryo which develops into the olfactory region of the nasal cavity."	"60% (3/5)"	0.0004127466	3.38	"Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b"	"Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A)"
"8"	8.86	"GO:0042067"	"establishment of ommatidial planar polarity"	"The specification of polarized ommatidia. Ommatidia occur in two chiral forms. The trapezoidal arrangement of photoreceptors in the dorsal part of the eye is the mirror image of that in the ventral part."	"42.857% (3/7)"	0.001370141	2.86	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g30706.t1"	"Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Cadherin-related tumor suppressor (Protein fat) [Cleaved into: Ft-mito]"
"8"	9.11	"GO:0043049"	"otic placode formation"	"The initial developmental process that will lead to the formation of the vertebrate inner ear. The otic placode forms as a thickening of the head ectoderm adjacent to the developing hindbrain."	"42.857% (3/7)"	0.001370141	2.86	"Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"	"Protein Wnt-8b;Protein Wnt-8b;Protein Wnt-8b"
"8"	9.45	"GO:0060898"	"eye field cell fate commitment involved in camera-type eye formation"	"The commitment of neurectodermal cells to cells of the eye field and their capacity to differentiate into eye field cells. Eye field cells are neurectodermal cells that will form the optic placode."	"60% (3/5)"	0.0004127466	3.38	"Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"	"Protein Wnt-8b;Protein Wnt-8b;Protein Wnt-8b"
"9"	8.35	"GO:0007447"	"imaginal disc pattern formation"	"The regionalization process that results in defined areas of the imaginal disc that will undergo specific cell differentaiton. Imaginal discs are epithelial infoldings in the larvae of holometabolous insects that develop into adult appendages (legs, antennae, wings, etc.) during metamorphosis from larval to adult form."	"27.273% (3/11)"	0.005813724	2.24	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g30706.t1"	"Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Cadherin-related tumor suppressor (Protein fat) [Cleaved into: Ft-mito]"
"9"	6.9	"GO:0009880"	"embryonic pattern specification"	"The process that results in the patterns of cell differentiation that will arise in an embryo."	"12.963% (7/54)"	0.002716225	2.57	"Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27039.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___TS.g18100.t1;Pocillopora_acuta_HIv2___TS.g18104.t1"	"Protein Wnt-7a;Protein Wnt-8b;Protein Wnt-8a;Frizzled-5 (Fz-5);Frizzled-5 (Fz-5) (hFz5) (FzE5);Protein Wnt-8b;Protein Wnt-8b"
"9"	6.42	"GO:0009953"	"dorsal/ventral pattern formation"	"The regionalization process in which the areas along the dorsal/ventral axis are established that will lead to differences in cell differentiation. The dorsal/ventral axis is defined by a line that runs orthogonal to both the anterior/posterior and left/right axes. The dorsal end is defined by the upper or back side of an organism. The ventral end is defined by the lower or front side of an organism."	"15% (12/80)"	2.122506e-05	4.67	"Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g22527.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g27047.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g5138.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g5006.t1b;Pocillopora_acuta_HIv2___TS.g568.t1"	"Noggin-2;Tolloid-like protein 1 (EC 3.4.24.-) (Chicken tolloid-like protein 1) (Metalloprotease colloid);Protein Wnt-7a;Protein Wnt-8a;Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Iroquois-class homeodomain protein irx-4-A (Iroquois homeobox protein 4-A);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Kinesin-like protein KIF3A (Microtubule plus end-directed kinesin motor 3A)"
"9"	8.49	"GO:0009954"	"proximal/distal pattern formation"	"The regionalization process in which specific areas of cell differentiation are determined along a proximal/distal axis. The proximal/distal axis is defined by a line that runs from main body (proximal end) of an organism outward (distal end)."	"25% (3/12)"	0.007551157	2.12	"Pocillopora_acuta_HIv2___RNAseq.g5138.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1"	"Iroquois-class homeodomain protein irx-4-A (Iroquois homeobox protein 4-A);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)"
"9"	9.45	"GO:0003129"	"heart induction"	"The close range interaction between mesoderm and endoderm or ectoderm that causes cells to change their fates and specify the development of the heart."	"60% (3/5)"	0.0004127466	3.38	"Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1"	"Roundabout homolog 2;Roundabout homolog 2;Roundabout homolog 1"
"9"	8.76	"GO:0033339"	"pectoral fin development"	"The process whose specific outcome is the progression of the pectoral fin over time, from its formation to the mature structure."	"30% (3/10)"	0.004340625	2.36	"Pocillopora_acuta_HIv2___RNAseq.g29895.t1;Pocillopora_acuta_HIv2___RNAseq.g802.t1;Pocillopora_acuta_HIv2___TS.g5006.t1b"	"Heart- and neural crest derivatives-expressed protein 2 (Deciduum, heart, autonomic nervous system and neural crest derivatives-expressed protein 2) (dHAND);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A);Fibroblast growth factor receptor 1-A (FGFR-1-A) (bFGF-R-1-A) (EC 2.7.10.1) (Basic fibroblast growth factor receptor 1-A)"
"9"	7.5	"GO:0002164"	"larval development"	"The process whose specific outcome is the progression of the larva over time, from its formation to the mature structure. The larva is the early, immature form of an that at birth or hatching is fundamentally unlike its parent and must metamorphose before assuming the adult characters."	"23.077% (6/26)"	0.0002332074	3.63	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1;Pocillopora_acuta_HIv2___RNAseq.g3509.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g30706.t1"	"Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2);Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2);E3 ubiquitin-protein ligase hecd-1 (EC 2.3.2.26);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Cadherin-related tumor suppressor (Protein fat) [Cleaved into: Ft-mito]"
"9"	9.45	"GO:0048582"	"positive regulation of post-embryonic development"	"Any process that activates or increases the frequency, rate or extent of post-embryonic development. Post-embryonic development is defined as the process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure."	"60% (3/5)"	0.0004127466	3.38	"Pocillopora_acuta_HIv2___RNAseq.g2110.t1;Pocillopora_acuta_HIv2___RNAseq.g28575.t1a;Pocillopora_acuta_HIv2___RNAseq.g28577.t1"	"Arginine-specific demethylase JMJ22 (EC 1.14.11.-) (Arginine-specific histone demethylase JMJ22) (F-box protein JMJ22) (Jumonji domain-containing protein 22) (AtJMJ22) (Protein JUMONJI 22) ([histone H4]-dimethyl-L-arginine(3) monodemethylase JMJ22);Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2);Chitin synthase chs-2 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase chs-2)"
"10"	7.53	"GO:0085029"	"extracellular matrix assembly"	"The aggregation, arrangement and bonding together of the extracellular matrix."	"18.75% (6/32)"	0.0007678114	3.11	"Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g14528.t1a;Pocillopora_acuta_HIv2___TS.g15832.t1"	"Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Peroxidasin homolog (EC 1.11.2.-) (Melanoma-associated antigen MG50) (Peroxidasin 1) (hsPxd01) (Vascular peroxidase 1) (p53-responsive gene 2 protein) [Cleaved into: PXDN active fragment];Collagen alpha-2(I) chain (Alpha-2 type I collagen)"
