"","GO.cluster","IC","GO.ID","term","definition","Oral_elim.genes_frequency","Oral_elim.pvalue","Oral_elim.-log10_pvalue","Oral_elim.Significant_genes","Oral_elim.Significant_genes_symbol","Aboral_elim.genes_frequency","Aboral_elim.pvalue","Aboral_elim.-log10_pvalue","Aboral_elim.Significant_genes","Aboral_elim.Significant_genes_symbol","Cluster.name"
"94","11",7.69,"GO:0099054","presynapse assembly","The aggregation, arrangement and bonding together of a set of components to form a presynapse.","8.333% (2/24)",0.5465765,0.26,NA,NA,"33.333% (8/24)",0.002924913,2.53,"Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1","Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L);Protein Wnt-7a;Frizzled-5 (Fz-5);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)","Cluster 11: biological_process"
"95","11",6,"GO:1901888","regulation of cell junction assembly",NA,"2.239% (3/134)",0.9980498,0,NA,NA,"11.94% (16/134)",0.002112258,2.68,"Pocillopora_acuta_HIv2___RNAseq.673_t;Pocillopora_acuta_HIv2___RNAseq.g12272.t1;Pocillopora_acuta_HIv2___RNAseq.g12278.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1","LHFPL tetraspan subfamily member 4 protein (Lipoma HMGIC fusion partner-like 4 protein);Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48) (LCA-related phosphatase) (PTPTY-28);Receptor-type tyrosine-protein phosphatase alpha (Protein-tyrosine phosphatase alpha) (R-PTP-alpha) (EC 3.1.3.48) (LCA-related phosphatase) (PTPTY-28);Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha);Protein Wnt-7a;Roundabout homolog 2;Roundabout homolog 2;Frizzled-5 (Fz-5);Frizzled-5 (Fz-5) (hFz5) (FzE5);Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3);Roundabout homolog 1;Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)];Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)","Cluster 11: biological_process"
"96","11",7.56,"GO:0051965","positive regulation of synapse assembly","Any process that activates, maintains or increases the frequency, rate or extent of synapse assembly, the aggregation, arrangement and bonding together of a set of components to form a synapse.","3.125% (1/32)",0.917774,0.04,NA,NA,"18.75% (6/32)",0.0007323821,3.14,"Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1","Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha);Protein Wnt-7a;Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)];Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)","Cluster 11: biological_process"
"97","11",8.66,"GO:0099151","regulation of postsynaptic density assembly","Any process that modulates the frequency, rate or extent of postsynaptic density assembly, the aggregation, arrangement and bonding together of a set of components to form a postsynaptic density.","0% (0/11)",1,0,NA,NA,"27.273% (3/11)",0.005669355,2.25,"Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1","Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48)","Cluster 11: biological_process"
"98","11",7.84,"GO:0099560","synaptic membrane adhesion","The attachment of presynaptic membrane to postsynaptic membrane via adhesion molecules that are at least partially embedded in the plasma membrane.","0% (0/24)",1,0,NA,NA,"29.167% (7/24)",1.241093e-05,4.91,"Pocillopora_acuta_HIv2___RNAseq.g12258.t1;Pocillopora_acuta_HIv2___RNAseq.g12281.t1;Pocillopora_acuta_HIv2___RNAseq.g805.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1;Pocillopora_acuta_HIv2___TS.g8259.t1b","Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Chick receptor tyrosine phosphatase alpha) (CRYP alpha) (CRYPalpha);Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR);Protein turtle homolog B (Immunoglobulin superfamily member 9B);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1)","Cluster 11: biological_process"
"99","11",4.73,"GO:0050808","synapse organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell).","8.228% (26/316)",0.3384714,0.47,NA,NA,"10.127% (32/316)",0.001814772,2.74,"Pocillopora_acuta_HIv2___RNAseq.673_t;Pocillopora_acuta_HIv2___RNAseq.g12258.t1;Pocillopora_acuta_HIv2___RNAseq.g12281.t1;Pocillopora_acuta_HIv2___RNAseq.g21477.t1;Pocillopora_acuta_HIv2___RNAseq.g21479.t1;Pocillopora_acuta_HIv2___RNAseq.g21481.t1;Pocillopora_acuta_HIv2___RNAseq.g23178.t1;Pocillopora_acuta_HIv2___RNAseq.g23210.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g25739.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g28252.t1;Pocillopora_acuta_HIv2___RNAseq.g29143.t2;Pocillopora_acuta_HIv2___RNAseq.g5181.t1;Pocillopora_acuta_HIv2___RNAseq.g562.t1;Pocillopora_acuta_HIv2___RNAseq.g565.t1;Pocillopora_acuta_HIv2___RNAseq.g614.t1;Pocillopora_acuta_HIv2___RNAseq.g682.t1;Pocillopora_acuta_HIv2___RNAseq.g7219.t1;Pocillopora_acuta_HIv2___RNAseq.g805.t1;Pocillopora_acuta_HIv2___RNAseq.g8821.t1;Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___RNAseq.g9253.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b;Pocillopora_acuta_HIv2___TS.g24743.t1;Pocillopora_acuta_HIv2___TS.g29912.t2;Pocillopora_acuta_HIv2___TS.g30914.t1;Pocillopora_acuta_HIv2___TS.g3265.t1;Pocillopora_acuta_HIv2___TS.g8131.t1;Pocillopora_acuta_HIv2___TS.g8258.t1;Pocillopora_acuta_HIv2___TS.g8259.t1b","LHFPL tetraspan subfamily member 4 protein (Lipoma HMGIC fusion partner-like 4 protein);Receptor-type tyrosine-protein phosphatase S (R-PTP-S) (EC 3.1.3.48) (Chick receptor tyrosine phosphatase alpha) (CRYP alpha) (CRYPalpha);Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C);Hemicentin-2;Hemicentin-2;Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha);Ephrin-B2 (ELF-2) (EPH-related receptor tyrosine kinase ligand 5) (LERK-5) (HTK ligand) (HTK-L);Protein Wnt-7a;Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1);Roundabout homolog 2;Roundabout homolog 2;Frizzled-5 (Fz-5);Frizzled-5 (Fz-5) (hFz5) (FzE5);Homeobox protein SIX4 (Sine oculis homeobox homolog 4) (Skeletal muscle-specific ARE-binding protein AREC3);Roundabout homolog 1;Cortactin-binding protein 2 (CortBP2);Protein turtle homolog B (Immunoglobulin superfamily member 9B);Complement C3 [Cleaved into: Complement C3 beta chain; C3-beta-c (C3bc) (Neutrophil chemotactic factor-2) (ENCF-2); Complement C3 alpha chain; C3a anaphylatoxin (Neutrophil chemotactic factor-1) (ENCF-1); Acylation stimulating protein (ASP) (C3adesArg); Complement C3b alpha' chain; Complement C3c alpha' chain fragment 1; Complement C3dg fragment; Complement C3g fragment; Complement C3d fragment; Complement C3f fragment; Complement C3c alpha' chain fragment 2];Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)];Hemicentin-2;E3 ubiquitin-protein ligase PDZRN3-B (EC 2.3.2.27) (PDZ domain-containing RING finger protein 3-B);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Receptor-type tyrosine-protein phosphatase delta (Protein-tyrosine phosphatase delta) (R-PTP-delta) (EC 3.1.3.48);Metabotropic glycine receptor (mGlyR) (G-protein coupled receptor 158);Hemicentin-2;Neural cell adhesion molecule 1 (N-CAM-1) (NCAM-1)","Cluster 11: biological_process"
"100","11",8.49,"GO:1904395","positive regulation of skeletal muscle acetylcholine-gated channel clustering",NA,"15.385% (2/13)",0.2543576,0.59,NA,NA,"23.077% (3/13)",0.009330015,2.03,"Pocillopora_acuta_HIv2___RNAseq.g8914.t1;Pocillopora_acuta_HIv2___RNAseq.g8916.t1;Pocillopora_acuta_HIv2___TS.g18622.t1b","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7);Agrin [Cleaved into: Agrin N-terminal 110 kDa subunit; Agrin C-terminal 110 kDa subunit; Agrin C-terminal 90 kDa fragment (C90); Agrin C-terminal 22 kDa fragment (C22)]","Cluster 11: biological_process"
"101","11",8.98,"GO:0036309","protein localization to M-band","Any process in which a protein is transported to, and/or maintained in, the M band. The M band is the midline of aligned thick filaments in a sarcomere.","12.5% (1/8)",0.4640687,0.33,NA,NA,"37.5% (3/8)",0.002080615,2.68,"Pocillopora_acuta_HIv2___RNAseq.g16285.t1;Pocillopora_acuta_HIv2___RNAseq.g23588.t1;Pocillopora_acuta_HIv2___TS.g15585.t1","Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin);Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin);Obscurin (EC 2.7.11.1) (Obscurin-RhoGEF) (Obscurin-myosin light chain kinase) (Obscurin-MLCK)","Cluster 11: biological_process"
"102","11",5.64,"GO:0170033","L-amino acid metabolic process",NA,"13.423% (20/149)",0.007691142,2.11,"Pocillopora_acuta_HIv2___RNAseq.g10854.t2;Pocillopora_acuta_HIv2___RNAseq.g11840.t1;Pocillopora_acuta_HIv2___RNAseq.g1504.t1;Pocillopora_acuta_HIv2___RNAseq.g16699.t1;Pocillopora_acuta_HIv2___RNAseq.g19367.t1;Pocillopora_acuta_HIv2___RNAseq.g23634.t1;Pocillopora_acuta_HIv2___RNAseq.g26341.t1;Pocillopora_acuta_HIv2___RNAseq.g26474.t1a;Pocillopora_acuta_HIv2___RNAseq.g26503.t1;Pocillopora_acuta_HIv2___RNAseq.g27978.t1;Pocillopora_acuta_HIv2___RNAseq.g28641.t1;Pocillopora_acuta_HIv2___RNAseq.g3016.t1;Pocillopora_acuta_HIv2___RNAseq.g7498.t1;Pocillopora_acuta_HIv2___TS.g19253.t1;Pocillopora_acuta_HIv2___TS.g3401.t1;Pocillopora_acuta_HIv2___TS.g4466.t2;Pocillopora_acuta_HIv2___TS.g6241.t1e;Pocillopora_acuta_HIv2___TS.g6681.t1;Pocillopora_acuta_HIv2___TS.g6682.t1;Pocillopora_acuta_HIv2___TS.g7609.t1b","Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase);CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1);L-threonine ammonia-lyase (EC 4.3.1.19) (L-serine ammonia-lyase) (EC 4.3.1.17) (Threonine dehydratase);Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain];Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53);Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53);Probable pyridoxal 5'-phosphate synthase subunit PDX2 (AtPDX2) (EC 4.3.3.6) (Protein EMBRYO DEFECTIVE 2407) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2);Ornithine decarboxylase (ODC) (EC 4.1.1.17);3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31);Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4);Protein TabA;Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I);Branched-chain-amino-acid aminotransferase (EC 2.6.1.42);Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)];Asparagine synthetase domain-containing protein 1;Kynurenine 3-monooxygenase (EC 1.14.13.9) (Kynurenine 3-hydroxylase);Glutamate dehydrogenase (GDH) (EC 1.4.1.3) (NAD(P)H-utilizing glutamate dehydrogenase);Alanine aminotransferase 2-like (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2);Alanine aminotransferase 2 (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2);Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)","2.013% (3/149)",0.8979354,0.05,NA,NA,"Cluster 11: biological_process"
"103","11",5.86,"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway",NA,"5.185% (7/135)",0.8885541,0.05,NA,NA,"8.148% (11/135)",0.007617593,2.12,"Pocillopora_acuta_HIv2___RNAseq.22092_t;Pocillopora_acuta_HIv2___RNAseq.7335_t;Pocillopora_acuta_HIv2___RNAseq.g14769.t1;Pocillopora_acuta_HIv2___RNAseq.g15163.t1;Pocillopora_acuta_HIv2___RNAseq.g20144.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g23673.t1","Carbohydrate sulfotransferase 11 (EC 2.8.2.5) (Chondroitin 4-O-sulfotransferase 1) (Chondroitin 4-sulfotransferase 1) (C4S-1) (C4ST-1) (C4ST1);Nodal homolog (Nodal-related protein 1) (Xnr-1) (Xnr1) (nr-1);Fibrillin-2 [Cleaved into: Placensin];Noggin-2;Growth/differentiation factor 6 (GDF-6) (Bone morphogenetic protein 13) (BMP-13) (Growth/differentiation factor 16);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Signal peptide, CUB and EGF-like domain-containing protein 3","Cluster 11: biological_process"
"104","11",7.69,"GO:0051693","actin filament capping","The binding of a protein or protein complex to the end of an actin filament, thus preventing the addition, exchange or removal of further actin subunits.","25% (7/28)",0.003801781,2.42,"Pocillopora_acuta_HIv2___RNAseq.g11345.t1;Pocillopora_acuta_HIv2___RNAseq.g11810.t1;Pocillopora_acuta_HIv2___RNAseq.g3051.t1;Pocillopora_acuta_HIv2___RNAseq.g30836.t1;Pocillopora_acuta_HIv2___RNAseq.g3142.t1a;Pocillopora_acuta_HIv2___RNAseq.g3840.t1;Pocillopora_acuta_HIv2___TS.g18947.t1","Tropomodulin-1 (Erythrocyte tropomodulin) (E-Tmod);Spectrin beta chain, erythrocytic (Beta-I spectrin);Villin-1;Spectrin beta chain, non-erythrocytic 2 (Beta SpIII sigma 1) (Beta-III spectrin) (Glutamate transporter EAAT4-associated protein 41) (SPNB-3) (Spectrin-like protein GTRAP41);Myotrophin;Advillin (p92);Spectrin beta chain, non-erythrocytic 2 (Beta SpIII sigma 1) (Beta-III spectrin) (Glutamate transporter EAAT4-associated protein 41) (SPNB-3) (Spectrin-like protein GTRAP41)","0% (0/28)",1,0,NA,NA,"Cluster 11: biological_process"
"105","11",9.11,"GO:0070208","protein heterotrimerization","The formation of a protein heterotrimer, a macromolecular structure consisting of three noncovalently associated subunits, of which not all are identical.","0% (0/7)",1,0,NA,NA,"71.429% (5/7)",1.005146e-06,6,"Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1","Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen)","Cluster 11: biological_process"
"106","11",5.94,"GO:0006874","intracellular calcium ion homeostasis","A homeostatic process involved in the maintenance of a steady state level of calcium ions within a cell.","14.286% (18/126)",0.005880905,2.23,"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.g10777.t1;Pocillopora_acuta_HIv2___RNAseq.g12898.t1;Pocillopora_acuta_HIv2___RNAseq.g14871.t1;Pocillopora_acuta_HIv2___RNAseq.g18121.t1;Pocillopora_acuta_HIv2___RNAseq.g1838.t1;Pocillopora_acuta_HIv2___RNAseq.g19392.t1;Pocillopora_acuta_HIv2___RNAseq.g19452.t1;Pocillopora_acuta_HIv2___RNAseq.g24761.t1;Pocillopora_acuta_HIv2___RNAseq.g26672.t1;Pocillopora_acuta_HIv2___RNAseq.g27978.t1;Pocillopora_acuta_HIv2___RNAseq.g28270.t1;Pocillopora_acuta_HIv2___RNAseq.g4919.t1;Pocillopora_acuta_HIv2___RNAseq.g5755.t1;Pocillopora_acuta_HIv2___RNAseq.g701.t1;Pocillopora_acuta_HIv2___RNAseq.g8093.t1;Pocillopora_acuta_HIv2___RNAseq.g9466.t1;Pocillopora_acuta_HIv2___TS.g14552.t1","Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);MICOS complex subunit Mic60 (Mitochondrial inner membrane protein) (Mitofilin);Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4);Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR);Sodium/calcium exchanger NCL2 (Na(+)/Ca(2+)-exchange protein NCL2) (OsEFCAX2) (Protein NCX-like 2) (OsNCL2);m-AAA protease-interacting protein 1, mitochondrial (Matrix AAA peptidase-interacting protein 1);1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2 (EC 3.1.4.11) (Phosphoinositide phospholipase C-eta-2) (Phosphoinositide phospholipase C-like 4) (PLC-L4) (Phospholipase C-like protein 4) (Phospholipase C-eta-2) (PLC-eta2);Oxysterol-binding protein-related protein 2 (ORP-2) (OSBP-related protein 2);Annexin A6 (Annexin VI) (Annexin-6);Neuronal acetylcholine receptor subunit alpha-7;Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4);Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK);Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin);Short transient receptor potential channel 5 (TrpC5) (Capacitative calcium entry channel 2) (CCE2) (Transient receptor protein 5) (TRP-5) (mTRP5) (Trp-related protein 5);Polycystin-2 (Polycystic kidney disease 2 protein homolog);Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.12) (ATP-dependent helicase CHD7);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor);Cadherin-23 (Otocadherin)","3.175% (4/126)",0.6474358,0.19,NA,NA,"Cluster 11: biological_process"
"107","11",8.57,"GO:0061484","hematopoietic stem cell homeostasis","Any biological process involved in the maintenance of the steady-state number of hematopoietic stem cells within a population of cells.","41.667% (5/12)",0.001185911,2.93,"Pocillopora_acuta_HIv2___RNAseq.g12287.t1;Pocillopora_acuta_HIv2___RNAseq.g12289.t1;Pocillopora_acuta_HIv2___RNAseq.g16957.t1;Pocillopora_acuta_HIv2___RNAseq.g9334.t1;Pocillopora_acuta_HIv2___TS.g1768.t1","Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR);Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR);Transcription factor SOX-4;Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR);Tyrosine-protein phosphatase Lar (EC 3.1.3.48) (Protein-tyrosine-phosphate phosphohydrolase) (dLAR)","0% (0/12)",1,0,NA,NA,"Cluster 11: biological_process"
"108","11",7.97,"GO:0045792","negative regulation of cell size","Any process that reduces cell size.","4.545% (1/22)",0.820329,0.09,NA,NA,"18.182% (4/22)",0.006516369,2.19,"Pocillopora_acuta_HIv2___RNAseq.g16484.t1;Pocillopora_acuta_HIv2___RNAseq.g17517.t1;Pocillopora_acuta_HIv2___RNAseq.g17519.t1;Pocillopora_acuta_HIv2___TS.g5308.t2","Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14);Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14);Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14);Tyrosine kinase receptor Cad96Ca (EC 2.7.10.1) (Cadherin-96Ca) (Tyrosine kinase receptor HD-14)","Cluster 11: biological_process"
