GO.cluster	IC	GO.ID	term	definition	Oral_elim.genes_frequency	Oral_elim.pvalue	Oral_elim.-log10_pvalue	Oral_elim.Significant_genes	Oral_elim.Significant_genes_symbol	Aboral_elim.genes_frequency	Aboral_elim.pvalue	Aboral_elim.-log10_pvalue	Aboral_elim.Significant_genes	Aboral_elim.Significant_genes_symbol
"12"	6.42	"GO:0009582"	"detection of abiotic stimulus"	"The series of events in which an (non-living) abiotic stimulus is received by a cell and converted into a molecular signal."	"18.293% (15/82)"	0.001023255	2.99	"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.g12898.t1;Pocillopora_acuta_HIv2___RNAseq.g14869.t1;Pocillopora_acuta_HIv2___RNAseq.g26058.t1;Pocillopora_acuta_HIv2___RNAseq.g3166.t1;Pocillopora_acuta_HIv2___RNAseq.g5711.t2;Pocillopora_acuta_HIv2___RNAseq.g701.t1;Pocillopora_acuta_HIv2___RNAseq.g702.t1;Pocillopora_acuta_HIv2___RNAseq.g9466.t1;Pocillopora_acuta_HIv2___TS.g10198.t2;Pocillopora_acuta_HIv2___TS.g14960.t2;Pocillopora_acuta_HIv2___TS.g15134.t1;Pocillopora_acuta_HIv2___TS.g21857.t1;Pocillopora_acuta_HIv2___TS.g4109.t3;Pocillopora_acuta_HIv2___TS.g9513.t1"	"Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4);Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (G-protein coupled receptor HLWAR77) (Neuropeptide G-protein coupled receptor);Rhodopsin, GQ-coupled (GQ-rhodopsin);Rhodopsin;WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin);Polycystin-2 (Polycystic kidney disease 2 protein homolog);Sperm receptor for egg jelly (suREJ);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor);Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.67) (EC 3.1.3.86) (EC 3.1.3.95) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q);Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6);Mechanosensory protein 2;Polycystin-1-like protein 3 (Polycystin-1L3) (PC1-like 3 protein) (Polycystic kidney disease protein 1-like 3);Pejvakin (Autosomal recessive deafness type 59 protein);Carcinine transporter"	"2.439% (2/82)"	0.7754852	0.11	NA	NA
"13"	8.86	"GO:0014832"	"urinary bladder smooth muscle contraction"	"A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. This process occurs in the urinary bladder. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. The urinary bladder is a musculomembranous sac along the urinary tract."	"44.444% (4/9)"	0.002926368	2.53	"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.g27978.t1;Pocillopora_acuta_HIv2___RNAseq.g6094.t2;Pocillopora_acuta_HIv2___RNAseq.g9466.t1"	"Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4);Calcium-activated potassium channel subunit alpha-1 (BK channel) (BKCA alpha) (Calcium-activated potassium channel, subfamily M subunit alpha-1) (K(VCA)alpha) (KCa1.1) (Maxi K channel) (MaxiK) (Slo-alpha) (Slo1) (Slowpoke homolog) (Slo homolog) (hSlo);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor)"	"0% (0/9)"	1	0	NA	NA
"13"	8.11	"GO:0050802"	"circadian sleep/wake cycle, sleep"	"The part of the circadian sleep/wake cycle where the organism is asleep."	"33.333% (6/18)"	0.001488178	2.83	"Pocillopora_acuta_HIv2___RNAseq.g1217.t1;Pocillopora_acuta_HIv2___RNAseq.g16948.t1;Pocillopora_acuta_HIv2___RNAseq.g18966.t1;Pocillopora_acuta_HIv2___RNAseq.g21572.t1a;Pocillopora_acuta_HIv2___RNAseq.g27413.t1;Pocillopora_acuta_HIv2___RNAseq.g29275.t1"	"Adenosine receptor A2a;Neurocalcin homolog (DrosNCa);Potassium voltage-gated channel subfamily A member 2 (RAK) (RBK2) (RCK5) (Voltage-gated potassium channel subunit Kv1.2);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Gamma-aminobutyric acid receptor subunit beta-3 (GABA(A) receptor subunit beta-3) (GABAAR subunit beta-3);Potassium voltage-gated channel subfamily A member 2 (KC22) (Voltage-gated potassium channel subunit Kv1.2)"	"0% (0/18)"	1	0	NA	NA
"13"	8.28	"GO:0097150"	"neuronal stem cell population maintenance"	"Any process in by an organism or tissue maintains a population of neuronal stem cells."	"6.25% (1/16)"	0.7135057	0.15	NA	NA	"25% (4/16)"	0.001753138	2.76	"Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g5342.t1;Pocillopora_acuta_HIv2___RNAseq.g7895.t1;Pocillopora_acuta_HIv2___TS.g11002.t4"	"Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Protein jagged-1 (Jagged1) (hJ1) (CD antigen CD339);Protein jagged-1 (Jagged1) (CD antigen CD339);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein]"
"13"	6.69	"GO:0050817"	"coagulation"	"The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."	"9.524% (6/63)"	0.3347792	0.48	NA	NA	"11.111% (7/63)"	0.005439622	2.26	"Pocillopora_acuta_HIv2___RNAseq.21015_t;Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g22559.t1;Pocillopora_acuta_HIv2___RNAseq.g28195.t1;Pocillopora_acuta_HIv2___RNAseq.g30215.t1;Pocillopora_acuta_HIv2___RNAseq.g4785.t1;Pocillopora_acuta_HIv2___RNAseq.g4791.t1"	"Coagulation factor IX (EC 3.4.21.22) (Christmas factor) [Cleaved into: Coagulation factor IXa light chain; Coagulation factor IXa heavy chain];Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain];Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain];Serine protease inhibitor dipetalogastin (Dipetalin);Coagulation factor V (Activated protein C cofactor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain];Coagulation factor VIII (Procoagulant component);Coagulation factor VIII (Procoagulant component)"
"13"	6.79	"GO:0007613"	"memory"	"The activities involved in the mental information processing system that receives (registers), modifies, stores, and retrieves informational stimuli. The main stages involved in the formation and retrieval of memory are encoding (processing of received information by acquisition), storage (building a permanent record of received information as a result of consolidation) and retrieval (calling back the stored information and use it in a suitable way to execute a given task)."	"10.145% (7/69)"	0.2593022	0.59	NA	NA	"10.145% (7/69)"	0.008920878	2.05	"Pocillopora_acuta_HIv2___RNAseq.g14748.t1;Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g28226.t2;Pocillopora_acuta_HIv2___RNAseq.g28252.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g11002.t4;Pocillopora_acuta_HIv2___TS.g23391.t1"	"Calcium/calmodulin-dependent protein kinase type IV (CaMK IV) (EC 2.7.11.17) (CaM kinase-GR) (Calspermin);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];Sodium- and chloride-dependent GABA transporter 1 (GAT-1) (Solute carrier family 6 member 1);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);Neurogenic locus Notch protein [Cleaved into: Processed neurogenic locus Notch protein];CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)"
"13"	8.98	"GO:1990708"	"conditioned place preference"	NA	"0% (0/8)"	1	0	NA	NA	"37.5% (3/8)"	0.001943562	2.71	"Pocillopora_acuta_HIv2___RNAseq.g21562.t1;Pocillopora_acuta_HIv2___RNAseq.g9085.t1;Pocillopora_acuta_HIv2___TS.g23391.t1"	"CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1);CUB and sushi domain-containing protein 1 (CUB and sushi multiple domains protein 1)"
"13"	6.79	"GO:0031644"	"regulation of nervous system process"	"Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system."	"6.667% (4/60)"	0.669355	0.17	NA	NA	"11.667% (7/60)"	0.004141446	2.38	"Pocillopora_acuta_HIv2___RNAseq.g21967.t1;Pocillopora_acuta_HIv2___RNAseq.g24688.t1;Pocillopora_acuta_HIv2___RNAseq.g27038.t1;Pocillopora_acuta_HIv2___RNAseq.g7509.t2;Pocillopora_acuta_HIv2___RNAseq.g805.t1;Pocillopora_acuta_HIv2___RNAseq.g8670.t1;Pocillopora_acuta_HIv2___TS.g7062.t1"	"Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)];Neurexin-1 (Neurexin I-alpha) (Neurexin-1-alpha);Protein Wnt-7a;Myelin regulatory factor (EC 3.4.-.-) (Myelin gene regulatory factor) [Cleaved into: Myelin regulatory factor, N-terminal; Myelin regulatory factor, C-terminal];Protein turtle homolog B (Immunoglobulin superfamily member 9B);Riboflavin-binding protein (RBP) [Cleaved into: Riboflavin-binding protein, plasma form; Riboflavin-binding protein, yolk major form; Riboflavin-binding protein, yolk minor form];Dipeptidyl peptidase 1 (EC 3.4.14.1) (Cathepsin C) (Cathepsin J) (Dipeptidyl peptidase I) (DPP-I) (DPPI) (Dipeptidyl transferase) [Cleaved into: Dipeptidyl peptidase 1 exclusion domain chain (Dipeptidyl peptidase I exclusion domain chain); Dipeptidyl peptidase 1 heavy chain (Dipeptidyl peptidase I heavy chain); Dipeptidyl peptidase 1 light chain (Dipeptidyl peptidase I light chain)]"
"13"	8.66	"GO:0050955"	"thermoception"	"The series of events required for an organism to receive a temperature stimulus, convert it to a molecular signal, and recognize and characterize the signal. Thermoception in larger animals is mainly done in the skin; mammals have at least two types of sensor, for detecting heat (temperatures above body temperature) and cold (temperatures below body temperature)."	"40% (4/10)"	0.00458963	2.34	"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.g5711.t2;Pocillopora_acuta_HIv2___RNAseq.g9466.t1;Pocillopora_acuta_HIv2___TS.g14960.t2"	"Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor);Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6)"	"0% (0/10)"	1	0	NA	NA
"13"	6.5	"GO:0007605"	"sensory perception of sound"	"The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound."	"17.582% (16/91)"	0.001099018	2.96	"Pocillopora_acuta_HIv2___RNAseq.26564_t;Pocillopora_acuta_HIv2___RNAseq.665_t;Pocillopora_acuta_HIv2___RNAseq.g20688.t1;Pocillopora_acuta_HIv2___RNAseq.g20846.t1;Pocillopora_acuta_HIv2___RNAseq.g23181.t1;Pocillopora_acuta_HIv2___RNAseq.g25708.t1;Pocillopora_acuta_HIv2___RNAseq.g3743.t1;Pocillopora_acuta_HIv2___RNAseq.g6836.t1;Pocillopora_acuta_HIv2___RNAseq.g7241.t1;Pocillopora_acuta_HIv2___RNAseq.g7243.t1;Pocillopora_acuta_HIv2___RNAseq.g7248.t1;Pocillopora_acuta_HIv2___RNAseq.g8093.t1;Pocillopora_acuta_HIv2___TS.g10198.t2;Pocillopora_acuta_HIv2___TS.g14552.t1;Pocillopora_acuta_HIv2___TS.g28111.t1;Pocillopora_acuta_HIv2___TS.g4109.t3"	"Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2);POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Fibrocystin-L (Polycystic kidney and hepatic disease 1-like protein 1) (PKHD1-like protein 1) (Protein D86);Myosin-VIIa (Protein crinkled);Lipoxygenase homology domain-containing protein 1;Protein sprouty homolog 2 (Spry-2);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Thrombospondin-type laminin G domain and EAR repeat-containing protein (TSP-EAR);Chromodomain-helicase-DNA-binding protein 7 (CHD-7) (EC 3.6.4.-) (ATP-dependent helicase CHD7);Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.67) (EC 3.1.3.86) (EC 3.1.3.95) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q);Cadherin-23 (Otocadherin);F-box only protein 11;Pejvakin (Autosomal recessive deafness type 59 protein)"	"2.198% (2/91)"	0.8227147	0.08	NA	NA
"13"	6.39	"GO:0050953"	"sensory perception of light stimulus"	"The series of events required for an organism to receive a sensory light stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."	"14.851% (15/101)"	0.008111374	2.09	"Pocillopora_acuta_HIv2___RNAseq.665_t;Pocillopora_acuta_HIv2___RNAseq.g11580.t1;Pocillopora_acuta_HIv2___RNAseq.g21265.t1;Pocillopora_acuta_HIv2___RNAseq.g243.t1;Pocillopora_acuta_HIv2___RNAseq.g26058.t1;Pocillopora_acuta_HIv2___RNAseq.g28741.t1;Pocillopora_acuta_HIv2___RNAseq.g29670.t2;Pocillopora_acuta_HIv2___RNAseq.g3166.t1;Pocillopora_acuta_HIv2___RNAseq.g7452.t1;Pocillopora_acuta_HIv2___RNAseq.g7454.t2;Pocillopora_acuta_HIv2___RNAseq.g8520.t1;Pocillopora_acuta_HIv2___TS.g14552.t1;Pocillopora_acuta_HIv2___TS.g23175.t1;Pocillopora_acuta_HIv2___TS.g24807.t1;Pocillopora_acuta_HIv2___TS.g9513.t1"	"POU domain, class 4, transcription factor 3 (Brain-specific homeobox/POU domain protein 3C) (Brain-3C) (Brn-3C);Hemicentin-1 (Fibulin-6) (FIBL-6);Retinol dehydrogenase 8 (EC 1.1.1.300) (Photoreceptor outer segment all-trans retinol dehydrogenase);Nephrocystin-3;Rhodopsin, GQ-coupled (GQ-rhodopsin);Glycine receptor subunit alpha-1 (Glycine receptor 48 kDa subunit) (Glycine receptor strychnine-binding subunit);Cyclic nucleotide-gated channel alpha-3 (CNG channel alpha-3) (CNG-3) (CNG3) (Cone photoreceptor cGMP-gated channel subunit alpha-3);Rhodopsin;Nephrocystin-3;Nephrocystin-3;Hemicentin-1 (Fibulin-6) (FIBL-6);Cadherin-23 (Otocadherin);Hemicentin-1 (Fibulin-6) (FIBL-6);Hemicentin-1 (Fibulin-6) (FIBL-6);Carcinine transporter"	"4.95% (5/101)"	0.2624366	0.58	NA	NA
"13"	6.93	"GO:0050906"	"detection of stimulus involved in sensory perception"	"The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal."	"25.641% (10/39)"	0.0004598441	3.34	"Pocillopora_acuta_HIv2___RNAseq.10010_t;Pocillopora_acuta_HIv2___RNAseq.g12898.t1;Pocillopora_acuta_HIv2___RNAseq.g5711.t2;Pocillopora_acuta_HIv2___RNAseq.g9466.t1;Pocillopora_acuta_HIv2___TS.g10198.t2;Pocillopora_acuta_HIv2___TS.g14960.t2;Pocillopora_acuta_HIv2___TS.g15134.t1;Pocillopora_acuta_HIv2___TS.g21857.t1;Pocillopora_acuta_HIv2___TS.g4109.t3;Pocillopora_acuta_HIv2___TS.g9513.t1"	"Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor);Sodium/potassium/calcium exchanger 4 (Na(+)/K(+)/Ca(2+)-exchange protein 4) (Solute carrier family 24 member 4);WD repeat-containing protein 47 (Neuronal enriched MAP interacting protein) (Nemitin);Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor);Phosphatidylinositol phosphatase PTPRQ (EC 3.1.3.67) (EC 3.1.3.86) (EC 3.1.3.95) (Receptor-type tyrosine-protein phosphatase Q) (PTP-RQ) (R-PTP-Q);Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6);Mechanosensory protein 2;Polycystin-1-like protein 3 (Polycystin-1L3) (PC1-like 3 protein) (Polycystic kidney disease protein 1-like 3);Pejvakin (Autosomal recessive deafness type 59 protein);Carcinine transporter"	"2.564% (1/39)"	0.7427231	0.13	NA	NA
"14"	9.11	"GO:0050427"	"3'-phosphoadenosine 5'-phosphosulfate metabolic process"	"The chemical reactions and pathways involving 3'-phosphoadenosine 5'-phosphosulfate, a naturally occurring mixed anhydride. It is an intermediate in the formation of a variety of sulfo compounds in biological systems."	"85.714% (6/7)"	1.152521e-06	5.94	"Pocillopora_acuta_HIv2___RNAseq.10969_t;Pocillopora_acuta_HIv2___RNAseq.g12481.t1;Pocillopora_acuta_HIv2___RNAseq.g21538.t1;Pocillopora_acuta_HIv2___RNAseq.g25759.t1;Pocillopora_acuta_HIv2___RNAseq.g9089.t1;Pocillopora_acuta_HIv2___RNAseq.g9093.t1"	"Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1);Sulfotransferase 1B1 (ST1B1) (EC 2.8.2.1) (Sulfotransferase 1B2) (Sulfotransferase family cytosolic 1B member 1) (Thyroid hormone sulfotransferase);Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase (PAPS synthase) (PAPS synthetase) (PAPSS) (Sulfurylase kinase) (SK) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)];Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1);Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1) (Sulfotransferase 1C2) (SULT1C#2)"	"0% (0/7)"	1	0	NA	NA
"14"	8.16	"GO:0009208"	"pyrimidine ribonucleoside triphosphate metabolic process"	"The chemical reactions and pathways involving pyrimidine ribonucleoside triphosphate, a compound consisting of a pyrimidine base linked to a ribose sugar esterified with triphosphate on the sugar."	"36.364% (4/11)"	0.006788097	2.17	"Pocillopora_acuta_HIv2___RNAseq.g11840.t1;Pocillopora_acuta_HIv2___RNAseq.g21884.t1;Pocillopora_acuta_HIv2___RNAseq.g3911.t1;Pocillopora_acuta_HIv2___TS.g19040.t1"	"CTP synthase 1 (EC 6.3.4.2) (CTP synthetase 1) (UTP--ammonia ligase 1);Ectonucleoside triphosphate diphosphohydrolase 4 (NTPDase 4) (EC 3.6.1.15) (EC 3.6.1.6) (Golgi UDPase) (Lysosomal apyrase-like protein of 70 kDa) (Uridine-diphosphatase) (UDPase) (EC 3.6.1.42);Nucleoside diphosphate kinase homolog 5 (3'-5' exonuclease NME5) (EC 3.1.-.-);GTP:AMP phosphotransferase AK3, mitochondrial (EC 2.7.4.10) (Adenylate kinase 3) (Adenylate kinase 3 alpha-like 1) (Adenylate kinase isozyme 3)"	"0% (0/11)"	1	0	NA	NA
"14"	7.44	"GO:0042438"	"melanin biosynthetic process"	"The chemical reactions and pathways resulting in the formation of melanins, pigments largely of animal origin. High molecular weight polymers of indole quinone, they are irregular polymeric structures and are divided into three groups: allomelanins in the plant kingdom and eumelanins and phaeomelanins in the animal kingdom."	"18.182% (4/22)"	0.07819499	1.11	NA	NA	"18.182% (4/22)"	0.005995624	2.22	"Pocillopora_acuta_HIv2___RNAseq.10616_t;Pocillopora_acuta_HIv2___RNAseq.g13784.t1;Pocillopora_acuta_HIv2___RNAseq.g4679.t1;Pocillopora_acuta_HIv2___TS.g12260.t1"	"Transcription factor MBS1 (Mbp1/Swi4-like protein 1);Tyrosinase (EC 1.14.18.1) (Monophenol monooxygenase);Ras-related protein Rab-38 (EC 3.6.5.2) (Melanoma antigen NY-MEL-1);Tyrosinase (EC 1.14.18.1) (Monophenol monooxygenase)"
"14"	6.41	"GO:1901607"	"alpha-amino acid biosynthetic process"	NA	"16.867% (14/83)"	0.00328135	2.48	"Pocillopora_acuta_HIv2___RNAseq.g10854.t2;Pocillopora_acuta_HIv2___RNAseq.g12417.t1;Pocillopora_acuta_HIv2___RNAseq.g1504.t1;Pocillopora_acuta_HIv2___RNAseq.g16699.t1;Pocillopora_acuta_HIv2___RNAseq.g19367.t1;Pocillopora_acuta_HIv2___RNAseq.g23634.t1;Pocillopora_acuta_HIv2___RNAseq.g24790.t1;Pocillopora_acuta_HIv2___RNAseq.g27978.t1;Pocillopora_acuta_HIv2___RNAseq.g28641.t1;Pocillopora_acuta_HIv2___RNAseq.g7498.t1;Pocillopora_acuta_HIv2___TS.g19253.t1;Pocillopora_acuta_HIv2___TS.g3401.t1;Pocillopora_acuta_HIv2___TS.g6241.t1e;Pocillopora_acuta_HIv2___TS.g7609.t1b"	"Phenylalanine-4-hydroxylase (PAH) (EC 1.14.16.1) (Phe-4-monooxygenase);Cystathionine gamma-lyase (CGL) (CSE) (EC 4.4.1.1) (Cysteine desulfhydrase) (Cysteine-protein sulfhydrase) (Gamma-cystathionase) (Homocysteine desulfhydrase) (EC 4.4.1.2);L-threonine ammonia-lyase (EC 4.3.1.19) (L-serine ammonia-lyase) (EC 4.3.1.17) (Threonine dehydratase);Glutathione hydrolase 1 proenzyme (EC 3.4.19.13) (Gamma-glutamyltransferase 1) (Gamma-glutamyltranspeptidase 1) (GGT 1) (EC 2.3.2.2) (Leukotriene-C4 hydrolase) (EC 3.4.19.14) (CD antigen CD224) [Cleaved into: Glutathione hydrolase 1 heavy chain; Glutathione hydrolase 1 light chain];Methylenetetrahydrofolate reductase (NADPH) (EC 1.5.1.53);Acireductone dioxygenase (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD') (Fe-ARD) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring)) (ARD) (Ni-ARD) (EC 1.13.11.53);Death domain-containing ATP nucleosidase (DDAN) (EC 3.5.99.-);Plasma membrane calcium-transporting ATPase 4 (PMCA4) (EC 7.2.2.10) (Matrix-remodeling-associated protein 1) (Plasma membrane calcium ATPase isoform 4) (Plasma membrane calcium pump isoform 4);Protein TabA;Branched-chain-amino-acid aminotransferase (EC 2.6.1.42);Delta-1-pyrroline-5-carboxylate synthase (P5CS) (Aldehyde dehydrogenase family 18 member A1) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)];Asparagine synthetase domain-containing protein 1;Glutamate dehydrogenase (GDH) (EC 1.4.1.3) (NAD(P)H-utilizing glutamate dehydrogenase);Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)"	"1.205% (1/83)"	0.9447604	0.02	NA	NA
"14"	9.26	"GO:0046314"	"phosphocreatine biosynthetic process"	"The chemical reactions and pathways resulting in the formation of phosphocreatine, a phosphagen of creatine which is synthesized and broken down by creatine phosphokinase."	"66.667% (4/6)"	0.0004184989	3.38	"Pocillopora_acuta_HIv2___RNAseq.g15574.t1;Pocillopora_acuta_HIv2___RNAseq.g15577.t1;Pocillopora_acuta_HIv2___RNAseq.g15584.t1;Pocillopora_acuta_HIv2___RNAseq.g2258.t1"	"Creatine kinase, testis isozyme (EC 2.7.3.2);Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (Creatine phosphokinase M-type) (CPK-M) (M-CK);Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (Creatine phosphokinase M-type) (CPK-M) (M-CK);Arginine kinase (AK) (EC 2.7.3.3)"	"0% (0/6)"	1	0	NA	NA
"14"	7.18	"GO:0032963"	"collagen metabolic process"	"The chemical reactions and pathways involving collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals. Collagen is highly enriched in glycine (some regions are 33% glycine) and proline, occurring predominantly as 3-hydroxyproline (about 20%)."	"2.083% (1/48)"	0.9766386	0.01	NA	NA	"20.833% (10/48)"	0.0003494833	3.46	"Pocillopora_acuta_HIv2___RNAseq.g15290.t1;Pocillopora_acuta_HIv2___RNAseq.g24896.t1;Pocillopora_acuta_HIv2___RNAseq.g26200.t1;Pocillopora_acuta_HIv2___RNAseq.g26979.t1;Pocillopora_acuta_HIv2___RNAseq.g28794.t1;Pocillopora_acuta_HIv2___RNAseq.g28803.t1b;Pocillopora_acuta_HIv2___TS.g1350.t1;Pocillopora_acuta_HIv2___TS.g15832.t1;Pocillopora_acuta_HIv2___TS.g28528.t1a;Pocillopora_acuta_HIv2___TS.g5338.t1"	"Prothrombin (EC 3.4.21.5) (Coagulation factor II) [Cleaved into: Activation peptide fragment 1; Activation peptide fragment 2; Thrombin light chain; Thrombin heavy chain];Matrix metalloproteinase-16 (MMP-16) (EC 3.4.24.-) (MMP-X2) (Membrane-type matrix metalloproteinase 3) (MT-MMP 3) (MTMMP3) (Membrane-type-3 matrix metalloproteinase) (MT3-MMP) (MT3MMP);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Cathepsin B (EC 3.4.22.1) (Cathepsin B1) [Cleaved into: Cathepsin B light chain; Cathepsin B heavy chain];Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);Collagen alpha-2(I) chain (Alpha-2 type I collagen);C-type mannose receptor 2 (C-type lectin domain family 13 member E) (Endocytic receptor 180) (Macrophage mannose receptor 2) (Urokinase-type plasminogen activator receptor-associated protein) (UPAR-associated protein) (Urokinase receptor-associated protein) (CD antigen CD280);Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)"
