"","hit_name","NonDE_Oral","DE_Oral","Background","p_value_Oral","padj_Oral","DE_ratio_Oral","Background_ratio_Oral","enrichment_ratio_Oral","NonDE_Aboral","DE_Aboral","p_value_Aboral","padj_Aboral","DE_ratio_Aboral","Background_ratio_Aboral","enrichment_ratio_Aboral","nonDE_Oral","nonDE_Aboral"
"295","Omega loop, TEAD interating region 3",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"296","Oxidoreductase NAD-binding domain",6,2,8,0.126266173637565,0.321273505536609,0.00235849056603774,0.000742735122087086,3.17541273584906,NA,0,NA,1,0,NA,0,6,6
"297","PA14 domain",6,2,8,0.126266173637565,0.321273505536609,0.00235849056603774,0.000742735122087086,3.17541273584906,NA,0,NA,1,0,NA,0,6,6
"298","PI3-kinase family, ras-binding domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"299","Peptide-N-glycosidase F, C terminal",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"300","Phosphatidylinositol-specific phospholipase C, Y domain",6,2,8,0.126266173637565,0.321273505536609,0.00235849056603774,0.000742735122087086,3.17541273584906,NA,0,NA,1,0,NA,0,6,6
"301","Probable molybdopterin binding domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"302","Protein of unknown function (DUF3987)",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"303","Putative RNA methyltransferase",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"304","Putative diphthamide synthesis protein",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"305","RNA polymerase I-associated factor PAF67",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"306","RNA polymerases M/15 Kd subunit",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"307","Reeler domain",6,2,8,0.126266173637565,0.321273505536609,0.00235849056603774,0.000742735122087086,3.17541273584906,NA,0,NA,1,0,NA,0,6,6
"308","Regulator of microtubule dynamics protein 1-3",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"309","Ribosomal protein L11, N-terminal domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"310","Ribosomal protein L11, RNA binding domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"311","Ribosomal protein L23",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"312","Ribosomal protein S5, C-terminal domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"313","Ribosomal protein S5, N-terminal domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"314","S1 domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"315","SERTA motif",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"316","SH3 domain-binding protein 5 (SH3BP5)",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"317","Shikimate kinase",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"318","Shoulder domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"319","Sugar efflux transporter for intercellular exchange",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"320","Sulfatase-modifying factor enzyme 1",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"321","Sushi repeat (SCR repeat)",31,5,36,0.149593238497403,0.321273505536609,0.00589622641509434,0.00334230804939189,1.76411818658281,24,12,1.66408879253955e-09,1.00843780827897e-07,0.0318302387267905,0.00334230804939189,9.52343059239611,19,19
"322","Synaphin protein",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"323","Thiamine pyrophosphate enzyme, C-terminal TPP binding domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"324","Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"325","Threonine synthase N terminus",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"326","Transcription factor AP-2",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"327","UvrD/REP helicase N-terminal domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"328","Vps51/EXO84/COG1 N-terminal",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"329","Winged helix Storkhead-box1 domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"330","tRNA synthetases class I (E and Q), anti-codon binding domain",1,1,2,0.151268179705004,0.321273505536609,0.00117924528301887,0.000185683780521771,6.35082547169811,NA,0,NA,1,0,NA,0,1,1
"331","von Willebrand factor type A domain",55,8,63,0.119870970810477,0.321273505536609,0.00943396226415094,0.0058490390864358,1.61290805630428,42,21,1.10388471940642e-15,3.34477069980146e-13,0.0557029177718833,0.0058490390864358,9.52343059239611,34,34
"332","Pentaxin family",7,2,9,0.154197952032844,0.322622500830624,0.00235849056603774,0.000835577012347971,2.8225890985325,NA,0,NA,1,0,NA,0,7,7
"333","Phosphatidylinositol-specific phospholipase C, X domain",7,2,9,0.154197952032844,0.322622500830624,0.00235849056603774,0.000835577012347971,2.8225890985325,NA,0,NA,1,0,NA,0,7,7
"334","Tropomyosin",7,2,9,0.154197952032844,0.322622500830624,0.00235849056603774,0.000835577012347971,2.8225890985325,8,1,0.274416326136426,0.364684854470777,0.0026525198938992,0.000835577012347971,3.17447686413204,6,6
"335","u-PAR/Ly-6 domain",7,2,9,0.154197952032844,0.322622500830624,0.00235849056603774,0.000835577012347971,2.8225890985325,7,2,0.0373755591983262,0.111027396442087,0.00530503978779841,0.000835577012347971,6.34895372826407,5,5
"336","von Willebrand factor A domain",7,2,9,0.154197952032844,0.322622500830624,0.00235849056603774,0.000835577012347971,2.8225890985325,7,2,0.0373755591983262,0.111027396442087,0.00530503978779841,0.000835577012347971,6.34895372826407,5,5
"337","Kelch motif",23,4,27,0.158902037360731,0.331478137283661,0.00471698113207547,0.00250673103704391,1.88172606568833,NA,0,NA,1,0,NA,0,23,23
"338","F5/8 type C domain",51,7,58,0.16910850878055,0.351725685422267,0.00825471698113208,0.00538482963513137,1.53295787247886,53,5,0.0516596269646829,0.146288476357934,0.013262599469496,0.00538482963513137,2.46295618768865,46,46
"339","Collagen triple helix repeat (20 copies)",61,8,69,0.173621055897766,0.360046024472358,0.00943396226415094,0.00640609042800111,1.47265518184304,49,20,1.11085188000512e-13,1.12196039880518e-11,0.0530503978779841,0.00640609042800111,8.28124399338792,41,41
"340","Scavenger receptor cysteine-rich domain",24,4,28,0.174607849752523,0.361027406988305,0.00471698113207547,0.0025995729273048,1.81452156334232,22,6,0.000345995018378317,0.00290978703187688,0.0159151193633952,0.0025995729273048,6.12220538082607,18,18
"341","Acetyltransferase (GNAT) domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"342","Adenosine-deaminase (editase) domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"343","Ankyrin repeat",17,3,20,0.205222447829877,0.366806530536193,0.0035377358490566,0.00185683780521771,1.90524764150943,19,1,0.509932930448937,0.56805028649275,0.0026525198938992,0.00185683780521771,1.42851458885942,16,16
"344","Autophagy-related protein 27",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"345","BRK domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"346","C-5 cytosine-specific DNA methylase",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"347","CAP-Gly domain",16,3,19,0.18451311554644,0.366806530536193,0.0035377358490566,0.00176399591495683,2.00552383316783,17,2,0.141517323100866,0.236904690052831,0.00530503978779841,0.00176399591495683,3.00739913444088,14,14
"348","Cadherin, Y-type LIR-motif",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"349","Chitobiase/beta-hexosaminidase C-terminal domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"350","Cid1 family poly A polymerase",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"351","Cys/Met metabolism PLP-dependent enzyme",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"352","DDB1- and CUL4-associated factor 4 beta-propeller",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"353","DJ-1/PfpI family",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"354","Death effector domain",25,4,29,0.190816400184461,0.366806530536193,0.00471698113207547,0.00269241481756569,1.75195185426155,NA,0,NA,1,0,NA,0,25,25
"355","Deubiquitinating enzyme MINDY-3/4, conserved domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"356","Diaphanous FH3 Domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"357","Dis3-like cold-shock domain 2 (CSD2)",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"358","EGF domain",17,3,20,0.205222447829877,0.366806530536193,0.0035377358490566,0.00185683780521771,1.90524764150943,18,2,0.153778163758333,0.24975390927814,0.00530503978779841,0.00185683780521771,2.85702917771883,15,15
"359","ELMO/CED-12 family",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"360","F-box domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"361","Family 4 Glycosyltransferase in conflict systems",16,3,19,0.18451311554644,0.366806530536193,0.0035377358490566,0.00176399591495683,2.00552383316783,NA,0,NA,1,0,NA,0,16,16
"362","GATA zinc finger",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"363","GDP-mannose 4,6 dehydratase",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"364","GFO/IDH/MocA C-terminal domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"365","Gelsolin repeat",8,2,10,0.183151023384688,0.366806530536193,0.00235849056603774,0.000928418902608857,2.54033018867925,NA,0,NA,1,0,NA,0,8,8
"366","Glutathione S-transferase, N-terminal domain",16,3,19,0.18451311554644,0.366806530536193,0.0035377358490566,0.00176399591495683,2.00552383316783,NA,0,NA,1,0,NA,0,16,16
"367","Glycosyltransferase family 18",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"368","HIT zinc finger",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"369","Haem-NO-binding",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"370","Hemingway/CFA97",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,1,1
"371","Immunoglobulin V-set domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"372","Inhibitor of growth proteins N-terminal histone-binding",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"373","KLHDC2/KLHL20/DRC7 Kelch-repeats domain",25,4,29,0.190816400184461,0.366806530536193,0.00471698113207547,0.00269241481756569,1.75195185426155,NA,0,NA,1,0,NA,0,25,25
"374","Kunitz/Bovine pancreatic trypsin inhibitor domain",8,2,10,0.183151023384688,0.366806530536193,0.00235849056603774,0.000928418902608857,2.54033018867925,8,2,0.0456572288107333,0.133020580092809,0.00530503978779841,0.000928418902608857,5.71405835543767,6,6
"375","Lectin C-type domain",34,5,39,0.189608103317813,0.366806530536193,0.00589622641509434,0.00362083372017454,1.6284167876149,32,7,0.000355320528645031,0.00290978703187688,0.0185676392572944,0.00362083372017454,5.12800108821329,27,27
"376","Linear amide C-N hydrolases, choloylglycine hydrolase family",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"377","Lipase (class 3)",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"378","Lipoxygenase",9,2,11,0.212791980178618,0.366806530536193,0.00235849056603774,0.00102126079286974,2.3093910806175,NA,0,NA,1,0,NA,0,9,9
"379","LisH-like dimerisation domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"380","MGS-like domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"381","MT-A70",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"382","Major intrinsic protein",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,1,1
"383","Metallo-peptidase family M12B Reprolysin-like",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"384","MutS domain I",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"385","MutS domain II",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"386","MutS domain III",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"387","MutS domain V",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"388","MutS family domain IV",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"389","NAD(P)-binding Rossmann-like domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"390","NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"391","NB-ARC domain",8,2,10,0.183151023384688,0.366806530536193,0.00235849056603774,0.000928418902608857,2.54033018867925,NA,0,NA,1,0,NA,0,8,8
"392","Nup98, Gle2-binding sequence",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"393","ODAD1 central coiled coil region",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"394","P21-Rho-binding domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"395","P53 DNA-binding domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"396","PIF1-like helicase",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"397","PROPPIN",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"398","Peptidase family M28",9,2,11,0.212791980178618,0.366806530536193,0.00235849056603774,0.00102126079286974,2.3093910806175,10,1,0.324363562267404,0.411222424129805,0.0026525198938992,0.00102126079286974,2.59729925247167,8,8
"399","Phosphoinositide 3-kinase C2",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"400","Putative carbohydrate binding domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"401","RIO domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"402","Retinol binding protein receptor",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"403","Rrp44-like cold shock domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"404","Sprouty protein (Spry)",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"405","Tc5 transposase DNA-binding domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"406","Tetraspanin family",17,3,20,0.205222447829877,0.366806530536193,0.0035377358490566,0.00185683780521771,1.90524764150943,NA,0,NA,1,0,NA,0,17,17
"407","Thioesterase domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"408","Transcription factor S-II (TFIIS)",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"409","Transglutaminase family",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,1,1
"410","Transglutaminase family, C-terminal ig like domain",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,2,1,0.101380845217368,0.190797491309706,0.0026525198938992,0.000278525670782657,9.52343059239611,1,1
"411","Translation initiation factor SUI1",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"412","Transport and Golgi organisation 2",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"413","Tubulin-tyrosine ligase family",9,2,11,0.212791980178618,0.366806530536193,0.00235849056603774,0.00102126079286974,2.3093910806175,NA,0,NA,1,0,NA,0,9,9
"414","UAA transporter family",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"415","Uromodulin-like, D8C domain",9,2,11,0.212791980178618,0.366806530536193,0.00235849056603774,0.00102126079286974,2.3093910806175,9,2,0.0545384171136028,0.151018765556972,0.00530503978779841,0.00102126079286974,5.19459850494333,7,7
"416","Zinc-ribbon",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"417","dsRNA-gated channel SID-1",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"418","snoRNA binding domain, fibrillarin",2,1,3,0.218101180318817,0.366806530536193,0.00117924528301887,0.000278525670782657,4.23388364779874,NA,0,NA,1,0,NA,0,2,2
"419","Alcohol dehydrogenase GroES-like domain",18,3,21,0.226424263226867,0.378991088210684,0.0035377358490566,0.0019496796954786,1.81452156334232,NA,0,NA,1,0,NA,0,18,18
"420","Glutathione S-transferase, C-terminal domain",18,3,21,0.226424263226867,0.378991088210684,0.0035377358490566,0.0019496796954786,1.81452156334232,NA,0,NA,1,0,NA,0,18,18
"421","Fibronectin type II domain",10,2,12,0.242833475552273,0.405491528059971,0.00235849056603774,0.00111410268313063,2.11694182389937,11,1,0.348035954184243,0.433970757686526,0.0026525198938992,0.00111410268313063,2.38085764809903,9,9
"422","Zinc-binding dehydrogenase",19,3,22,0.248015859856736,0.413163861325321,0.0035377358490566,0.00204252158573949,1.73204331046312,NA,0,NA,1,0,NA,0,19,19
"423","26S proteasome subunit RPN7",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"424","7 transmembrane receptor (Secretin family)",50,6,56,0.27699771806109,0.421916409306098,0.00707547169811321,0.0051991458546096,1.36089117250674,55,1,0.864719768515915,0.879228489464169,0.0026525198938992,0.0051991458546096,0.510183781735506,49,49
"425","AAA domain (Cdc48 subfamily)",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"426","Ankyrin repeats (3 copies)",165,17,182,0.265438136134766,0.421916409306098,0.0200471698113208,0.0168972240274812,1.18641794526228,176,6,0.617212876311442,0.670306457069415,0.0159151193633952,0.0168972240274812,0.941877750896319,159,159
"427","Arginine methyltransferase oligomerization subdomain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"428","Autophagy protein Atg8 ubiquitin like",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,3,1,0.132842529964123,0.223618258772941,0.0026525198938992,0.000371367561043543,7.14257294429708,2,2
"429","C-terminal of Roc, COR, domain",29,4,33,0.25961713246613,0.421916409306098,0.00471698113207547,0.00306378237860923,1.539594053745,NA,0,NA,1,0,NA,0,29,29
"430","C-terminal, D2-small domain, of ClpB protein",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"431","CD20-like family",11,2,13,0.27302905070431,0.421916409306098,0.00235849056603774,0.00120694457339151,1.95410014513788,12,1,0.370881055520105,0.451313091656996,0.0026525198938992,0.00120694457339151,2.19771475209141,10,10
"432","CHCH domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"433","Calcium-activated chloride channel",11,2,13,0.27302905070431,0.421916409306098,0.00235849056603774,0.00120694457339151,1.95410014513788,NA,0,NA,1,0,NA,0,11,11
"434","Carbamoyl-phosphate synthase L chain, ATP binding domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"435","Diaphanous GTPase-binding Domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"436","Domain of unknown function (DUF4773)",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,2,2,0.00699579097710522,0.0371881520361909,0.00530503978779841,0.000371367561043543,14.2851458885942,1,1
"437","Dyslexia-associated protein KIAA0319 N-terminal domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"438","Ferlin C-terminus",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"439","Ferlin dsRNA-binding domain-like domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"440","GAF domain",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"441","Glucosidase II beta subunit-like protein",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"442","Glycosyl hydrolase family 20, domain 2",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"443","Golgi phosphoprotein 3 (GPP34)",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
"444","IQ calmodulin-binding motif",3,1,4,0.279677164632491,0.421916409306098,0.00117924528301887,0.000371367561043543,3.17541273584906,NA,0,NA,1,0,NA,0,3,3
